,title,original_title,year,date_published,genre,duration,country,production_company,actors,avg_vote,budget,usa_gross_income,worlwide_gross_income,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book
7620,Hammer of the Gods,Hammer of the Gods,2013,2013-08-30,"Action, History, Horror",99,UK,Vertigo Films,"Charlie Bewley, Clive Standen, James Cosmo, Elliot Cowan, Glynis Barber, Ivan Kaye, Michael Jibson, Guy Flanagan, Theo Barklem-Biggs, Alexandra Dowling, Finlay Robertson, Michael Lindall, Francis Magee, Anna Alfieri, Marko Bennachimo",4.5,,$ 641,$ 2590,44.0,,,,,Hammer of the Gods
7621,Questione di tempo,About Time,2013,2013-11-07,"Comedy, Drama, Fantasy",123,UK,Translux,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Joshua McGuire, Tom Hollander, Margot Robbie, Will Merrick, Vanessa Kirby, Tom Hughes, Clemmie Dugdale, Harry Hadden-Paton, Mitchell Mullen",7.8,$ 12000000,$ 15322921,$ 87100449,55.0,R,,,,
7622,Kokowääh 2,Kokowääh 2,2013,2013-02-07,Comedy,122,Germany,Barefoot Films,"Arthur Abraham, Andreas Adam, Sascha Alexander, Loyd Bateman, Jytte-Merle Böhrnsen, Sarah Brandner, Anne-Sophie Briest, Paula Bruss, Gedeon Burkhard, Sofia Eroshevic, Samuel Finzi, Jasmin Gerat, Britta Hammelstein, Julia Jentsch, Paula Kalenberg",5.4,,,$ 28811936,,,,,,
7623,Lärjungen,Lärjungen,2013,2013-09-27,"Drama, Thriller",93,Finland,Långfilm Productions Finland Oy,"Erik Enge, Patrik Kumpulainen, Niklas Groundstroem, Amanda Ooms, Ping Mon H. Wallén, Philip Zandén, Sampo Sarkola, Alfons Röblom, Gunnar Lindholm, Jan Erik Berglund, John Hilander, Jan Lönnqvist, Dan Wikingson, Mariana Mox, Leif Sundberg",6.5,EUR 1600000,,$ 80741,,,,,,
7624,Prince Avalanche,Prince Avalanche,2013,2013-09-19,"Comedy, Drama",94,USA,Muskat Filmed Properties,"Paul Rudd, Emile Hirsch, Lance LeGault, Joyce Payne, Gina Grande, Lynn Shelton, Larry Kretschmar, Enoch Moon, David L. Osborne Jr., Danni Wolcott, Morgan Calderoni, Savanna Porter, Juniper Smith",6.3,$ 725000,$ 205139,$ 442313,73.0,R,,,,
7625,Lombard,Lombard,2013,2013-09-19,"Comedy, Crime",88,Ukraine,Kinofabrika Production,"Borys Abramov, Andrey Burym, Deni Dadaev, Valeriy Legin, Denis Nikiforov, Pavel Piskun, Sergey Romanyuk, Sergey Shlyahtyuk, Olga Storozhuk, Stanislav Volkov",6.7,$ 3000000,,,,,,,,
7626,Pune-52,Pune-52,2013,2013-01-18,"Drama, Thriller",126,India,Indian Magic Eye Motion Pictures,"Girish Kulkarni, Sonali Kulkarni, Sai Tamhankar",7.1,INR 29000000,,,,,,,,
7627,Les petits princes,Les petits princes,2013,2013-06-26,"Comedy, Drama",86,France,EuropaCorp,"Paul Bartel, Reda Kateb, Eddy Mitchell, Samy Seghir, Ralph Amoussou, Olivier Rabourdin, Ahmed Dramé, Adel Bencherif, Mathias Mlekuz, Margot Bancilhon, Clément Solignac, Antoine Bujoli, Robert Abogo, François Deblock, Amélie Chavaudra",6.4,EUR 3835000,,$ 256830,,,,,,
7628,Pornopung,Pornopung,2013,2013-07-19,"Comedy, Drama",96,Norway,Chezville,"Ole Christoffer Ertvaag, Herbert Nordrum, Anders Rydning, Gitte Witt, Kristina Knaben Hennestad, Marte Sæteren, Anders På Kanten, Trine Sjurseike, Oddgeir Thune, Ingar Helge Gimle, Lisa Uhlen Ryssevik, Sara Elle Ogilvy, Benedicte Angelica Hansen, Laura Raquel, Hege Åsvang",6.1,NOK 10600000,,$ 649029,,,,,,
7629,Tots volem el millor per a ella,Tots volem el millor per a ella,2013,2013-10-25,Drama,100,Spain,Escándalo Films,"Nora Navas, Valeria Bertuccelli, Pau Durà, Àgata Roca, Jordi Costa, Clara Segura, James Phillips, Ginette Muñoz, Max Megias, Lucia Jurjo, Rafa Cruz, Jordi Rico, Àngels Molner, Anna Carné, Carlin Miracle",6.1,,,$ 162391,,,,,,
7630,Seethamma Vakitlo Sirimalle Chettu,Seethamma Vakitlo Sirimalle Chettu,2013,2013-01-11,"Comedy, Drama, Family",159,India,Sri Venkateswara Creations,"Venkatesh Daggubati, Mahesh Babu, Samantha Ruth Prabhu, Prakash Raj, Anjali, Jayasudha, Rohini Hattangadi, Ravi Babu, Srinivasa Reddy, Abhinaya, Sumit Arora, Dhanya Balakrishna, Tanikella Bharani, Brahmanandam, Kalpika Ganesh",7.5,,,,,,,,,
7631,Monsoon Shootout,Monsoon Shootout,2013,2017-12-15,"Action, Crime, Drama",92,"India, UK, Netherlands, France",Yaffle Films,"Vijay Varma, Nawazuddin Siddiqui, Neeraj Kabi, Geetanjali Thapa, Farhan Mohammad Hanif Shaikh, Tannishtha Chatterjee, Sreejita De, R. Balasubramaniam, Iravati Harshe, Omkar Das Manikpuri, Jayant Gadekar, Prithvi Zutshi, Surya Mohan Kulshreshtha, Niranjan N. Asrani, Rohit Nitin Arekar",6.6,$ 1500000,,,,,,,,
7632,Joi yat hei,Joi yat hei,2013,2013-02-14,"Drama, Romance",98,Hong Kong,Beijing Hualu Baina Film & TV,"Kai Ko, Angelababy, Michelle Chen, Donnie Yen, Bosco Lam, Jeannie Chan, Aaron Chow, Hans Chung, Goo-Bi GC, Kong Kam, Luo Lee, Wing-Kuen Luk, Cheung-Ching Mak, Gwen Yao",4.2,,,$ 628363,,,,,,
7633,Coldwater,Coldwater,2013,2013-03-01,"Drama, Thriller",104,USA,Flying Pig Productions,"P.J. Boudousqué, James C. Burns, Chris Petrovski, Octavius J. Johnson, Nicholas Ashe Bateman, Stephanie Simbari, Mackenzie Sidwell Graff, Clayton LaDue, Tommy Nash, Scott MacArthur, Zach Selwyn, Raquel Gardner, Douglas Bennett, Josh Kelling, Chauncey Leopardi",6.4,$ 700000,,,45.0,NR,,,,
7634,La distancia más larga,La distancia más larga,2013,2014-08-29,Drama,113,"Venezuela, Spain",Sin Rodeos Films C.A.,"Carme Elias, Omar Moya, Alec Whaite, Iván Tamayo, Isabel Rocatti, Marcos Moreno, Malena Gonzalez, Beatriz Vázquez, José Roberto Díaz, Alberto Rowinsky, Alejandro Bello, Rafael Humberto Carrillo, Luis Silva",7.4,,,$ 1361408,,,,,,
7635,Vishwaroopam,Vishwaroopam,2013,2013-01-25,"Action, Thriller",148,India,Raajkamal Films International,"Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar, Andrea Jeremiah, Jaideep Ahlawat, Nassar, Zarina Wahab, Samrat Chakrabarti, Miles Anderson, James Babson, Jude S. Walko, Chris Kotcher, Greg Sammis, David Scott Diaz",8.2,INR 950000000,,$ 791040,,,,,,
7636,Demi-soeur,Demi-soeur,2013,2013-06-05,Comedy,90,France,LGM Productions,"Josiane Balasko, Michel Blanc, Brigitte Roüan, Françoise Lépine, George Aguilar, Christine Murillo, Grégoire Baujat, Jean-Yves Chatelais, Stéphan Wojtowicz, Chantal Banlier, Sarah Suco, Cléo Revel, Souria Adèle, Madeleine Revel, Daniel-Jean Colloredo",5.5,,$ 943,$ 1251642,24.0,,,,,
7637,Some Girl(s),Some Girl(s),2013,2013-06-26,"Comedy, Drama",90,USA,Leeden Media,"Adam Brody, Kristen Bell, Zoe Kazan, Mía Maestro, Jennifer Morrison, Emily Watson, Laura Mann, Kathleen Christy",4.5,,,,48.0,NR,,,,
7638,50 anni in rosa,The Hot Flashes,2013,2014-06-24,"Comedy, Sport",99,USA,Vertical Entertainment,"Brooke Shields, Daryl Hannah, Wanda Sykes, Andrea Frankle, Eric Roberts, Jessica Rothe, Charlotte Graham, Carl Palmer, Michal Anna Marble, Morrey McElroy, Maria Mason, Camryn Manheim, Virginia Madsen, Gillian Bolt, Larry Tausch",5.1,$ 4000000,,,36.0,R,,,,
7639,A Teacher,A Teacher,2013,2013-09-06,"Drama, Romance",75,USA,,"Lindsay Burdge, Will Brittain, Jennifer Prediger, Julie Dell Phillips, Jonny Mars, Chris Doubek, Matthew Genitempo, Cody Haltom, Robby King, Hannah Dannelly, Mark Farely, Michael J. Wilson, Don Hampton, Tony Layson, Elana Farley",4.8,,$ 8348,$ 8348,47.0,NR,,,,
7640,Finding Faith,Finding Faith,2013,2013-01-15,Family,104,USA,JC Films,"Erik Estrada, Timothy E. Goodwin, Lauren Paul, Alexander McPherson, Melondy Phillips, Kayleigh Stover, Wes Newman, Christie Osterhus, John D. Langston, Stephanie Owens, Kaylyn Aznavorian, Shelby Smith, Justin Forth, Jamie Watson, Robin Sundquist",6.1,$ 100000,,,,,,,,
7641,Feeding Mr. Baldwin,Feeding Mr. Baldwin,2013,2013-04-04,"Comedy, Crime, Thriller",94,USA,Mitch Cartwright Productions,"Dalton Leeb, Anil Margsahayam, Christopher B. Duncan, Abby Miller, Laird Macintosh, Andrew Donnelly, Mark David Christenson, Blanca Araceli, Maggie Macdonald, Annie Sertich, Todd Bjurstrom, Sofie Norman, Chiara D'Ambrosio, Bianca D'Ambrosio, Ryan Vincent Anderson",5.6,$ 200000,,,,,,,,
7642,Aashiqui 2,Aashiqui 2,2013,2013-04-26,"Drama, Music, Musical",132,India,Super Cassettes Industries Limited (T-Series),"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya, Parthaa Akerkar, Chitrak Bandyopadhyay, Bugs Bhargava, Ashish Bhatt, Gagan Gupta, Shubhangi Latkar, Soumyajit Majumdar, Nickk, Milind Pathak, Milind Phatak, Shekhar Shukla",7.0,INR 120000000,,,,,,,,
7643,Vijay - Il mio amico indiano,Vijay and I,2013,2014-02-13,Comedy,96,"Belgium, Germany, Luxembourg",Entre Chien et Loup,"Moritz Bleibtreu, Patricia Arquette, Danny Pudi, Catherine Missal, Michael Imperioli, George Akram, Jeannie Berlin, Joel Brody, Tess Bryant, Jeff Burrell, Antonia Dauphin, Nat DeWolf, Tania Garbarski, Megan Gay, Jerry Hyman",5.3,,,$ 107687,,,,,,
7644,Baadshah,Baadshah,2013,2013-04-05,"Action, Comedy",164,India,ODU Movies,"Mahesh Babu, N.T. Rama Rao Jr., Kajal Aggarwal, Brahmanandam, Siddharth, Meenakshi Dixit, Nassar, Ashish Vidyarthi, Pradeep Singh Rawat, Ritu Varma, Vikramjeet Virk, Suhasini, Mukesh Rishi, Surekha Vani, Vennela Kishore",6.4,INR 450000000,,,,,,,,
7645,Devir,Devir,2013,2013-05-31,Drama,75,Turkey,,"Ali Ozel, Ramazan Bayar, Mustafa Salman, Engin Örsel, Mehmet Bayar, Çagla Köseogulari, Erdem Kiliç, Nimet Salman, Münire Bayat, Recep Atmaca, Mustafa Dimen, Süleyman Kücüktamer, Nadi Güler, Ibrahim Celikli, Hüseyin Sengün",6.0,,,$ 3555,,,,,,
7646,Chez Nous,Chez Nous,2013,2013-09-01,"Action, Comedy",101,"Netherlands, Belgium",Big Bos Bros.,"Alex Klaasen, Achmed Akkabi, Peter Faber, Frederik Brom, Tina de Bruin, Thomas Acda, Isa Hoes, Jack Wouterse, Tobias Nierop, Frans van Deursen, John Leddy, Sander den Baas, Lady Galore, Pelle Andringa, Valentijn van Zomeren",6.5,EUR 2700000,,$ 2949562,,,,,,
7647,Molière in bicicletta,Alceste à bicyclette,2013,2013-12-12,"Comedy, Drama",104,France,Les Films des Tournelles,"Fabrice Luchini, Lambert Wilson, Maya Sansa, Camille Japy, Ged Marlon, Stéphan Wojtowicz, Annie Mercier, Christine Murillo, Josiane Stoléru, Laurie Bordesoules, Édith Le Merdy, Patrick Bonnel, Philippe du Janerand, Jean-Charles Delaume, Jean-Marc Rousseau",6.6,,$ 59874,$ 11123929,61.0,,,,,
7648,Tutta colpa del vulcano,Eyjafjallajökull,2013,2014-06-05,Comedy,92,"France, Belgium",Quad Productions,"Valérie Bonneton, Dany Boon, Denis Ménochet, Albert Delpy, Bérangère Mc Neese, Constance Dollé, Myriam Azencot, Arnaud Henriet, Yann Sorton, Jochen Hägele, Barbara Ornellas, Malik Bentalha, Tiphaine Daviot, Brigitte Böttrich, Markus Baumeister",5.6,,,$ 19226272,,,,,,
7649,Les invincibles,Les invincibles,2013,2013-09-18,"Comedy, Sport",98,France,Chic Films,"Gérard Depardieu, Atmen Kelif, Virginie Efira, Daniel Prévost, Edouard Baer, Bruno Lochet, Carole Franck, Michel Galabru, Tassadit Mandi, Simon Abkarian, Pascal Elbé, Nader Boussandel, François Levantal, Igor Skreblin, Gérard Dubouche",5.3,,,$ 1375474,,,,,,
7650,The Underneath,The Underneath,2013,2013-12-01,"Action, Sci-Fi, Thriller",88,USA,Origin Cinema Group,"Holt Boggs, Natalie Makenna, Larry Jack Dotson, Rebekah Kennedy, Ashlynn Ross, Bryan Chatlien",2.9,,,,,,,,,
7651,Nô Otoko,Nô Otoko,2013,2013-02-09,"Crime, Mystery",123,Japan,Django Film,"Fumi Nikaidô, Shôta Sometani, Yôsuke Eguchi, Yasuko Matsuyuki, Tôma Ikuta, Yukiyoshi Ozawa, Renji Ishibashi, Isao Natsuyagi, Ken Mitsuishi, Masahiro Kômoto, Rina Ohta, Kensuke Ohwada, Misaki Saisho",6.5,,,$ 12752752,,,,,,
7652,Before Midnight,Before Midnight,2013,2013-10-31,"Drama, Romance",109,"USA, Greece",Faliro House Productions,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Xenia Kalogeropoulou, Walter Lassally, Ariane Labed, Yiannis Papadopoulos, Athina Rachel Tsangari, Panos Koronis, Enrico Focardi, Manolis Goussias, Anouk Servera, Yota Argyropoulou",7.9,$ 3000000,$ 8114627,$ 20994648,94.0,R,"Written by Richard Linklater, Julie Delpy, Ethan Hawke",WRITING (Adapted Screenplay),False,
7653,La battaglia dei dannati,Battle of the Damned,2013,2014-03-14,"Action, Adventure, Horror",88,"USA, Singapore",Compound B,"Dolph Lundgren, Melanie Zanetti, Matt Doran, David Field, Jen Sung, Lydia Look, Oda Maria, Jeff Pruitt, Kerry Wong, Esteban Cueto, Broadus Mattison, Tim Cooper",4.5,,,$ 134452,,,,,,
7654,Jimmy P.,Jimmy P.,2013,2014-03-20,"Biography, Drama, Thriller",117,"USA, France",Why Not Productions,"Benicio Del Toro, Michelle Thrush, Gary Farmer, Larry Pine, Lise Lacasse, Linda Boston, Joseph Cross, Barton Bund, Loren Bass, Elya Baskin, Dennis North, David Lawrence Regal, Hugh Maguire, Mathieu Amalric, Stephen Bridgewater",6.1,$ 10000000,$ 30283,$ 1470582,58.0,NR,,,,
7655,Pekorosu no haha ni ai ni iku,Pekorosu no haha ni ai ni iku,2013,2013-11-16,"Comedy, Drama, Family",113,Japan,For Life Music Entertainment,"Ryô Kase, Naoto Takenaka, Mitsuko Baishô, Wakana Matsumoto, Yôichi Nukumizu, Ryô Iwamatsu, Sahel Rosa, Kiwako Harada, Harue Akagi, Yûzô Imai, Tengai Shibuya, Hitomi Harukaze",7.1,$ 250000,,,,,,,,
7656,New World Order: The End Has Come,New World Order: The End Has Come,2013,2013,"Drama, Thriller",86,USA,Holy Child Productions,"Rob Edwards, Erin Runbeck, Melissa Farley, Kevin Herrmann, Michael C. Alvarez, Sam Anderson, Jax Menez Atwell, Jessica Billeb, Deatra Branston, Brett Buzek, Sylvie Cohen, Erica Connell, William 'Bill' Connor, Michael Cooley, Steve Dorssom",4.0,$ 50000,,,,,,,,
7657,"Silent Night, Bloody Night: The Homecoming","Silent Night, Bloody Night: The Homecoming",2013,2013-06-10,Horror,85,UK,Mad Science Films,"Adrienne King, Sule Rimi, Lee Bane, Melanie Stevens, Rorie Stockton, Rosemary Smith, Richard Goss, Sabrina Dickens, Philip Harvey, Ceri Mears, Kathy Saxondale, Matthew Batte, Gary Knowles, Ritchie Bessant, Victor Ptak",3.7,$ 20000,,,,,,,,
7658,Se Puder... Dirija!,Se Puder... Dirija!,2013,2013-08-30,Comedy,84,Brazil,Miravista,"Luiz Fernando Guimarães, Leandro Hassum, Lavínia Vlasak, Bárbara Paz, Reynaldo Gianecchini, Eri Johnson, Gabriel Palhares, Renata Castro Barbosa, Carla Daniel, Lívia de Bueno, Cristina Flores, Créo Kellab, Antonio Pedro, Tonico Pereira, Sandro Rocha",3.5,BRL 10000000,,$ 1909712,,,,,,
7659,7th Day,7th Day,2013,2013-10-29,Horror,80,USA,Dire Wit Films,"Chaka Balamani, Helenmary Ball, Alex Barone, Christie Beran, Michael Brecher, Richard Cutting, Jessy Danner, Josh Davidson, Charlie Dreizen, Jessica Felice, Daisy Gibb, Lucas Koch, Nicolette le Faye, Mark S. Sanders, Carl Stevens",5.2,,,,,,,,,
7660,Kai po che!,Kai po che!,2013,2013-02-22,"Drama, Sport",130,India,UTV Motion Pictures,"Sushant Singh Rajput, Rajkummar Rao, Amit Sadh, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad, Muni Jha, Morli Patel, Amitabh Srivastava, Bina Shah, Irfan Khan",7.7,,$ 1122527,$ 1435272,40.0,,,,,
7661,Channeling,Channeling,2013,2014-07-02,"Action, Mystery, Sci-Fi",106,USA,,"Taylor Handley, Kate French, Skyler Day, Dominic DeVore, Ryan Walker, Landon Ashworth, Alex Solowitz, Christian Camargo, Josh Feldman, Melissa Ordway, Bernardo Badillo, Kyle C. Beach, Linn Bjornland, Teri Bocko, Stacey Danger",4.9,,,,,,,,,
7662,Confine,Confine,2013,2013-07-01,Thriller,81,UK,Two Bells Productions,"Daisy Lowe, Eliza Bennett, Alfie Allen, Richard Wellings-Thomas, Adam Leese, Emily Corcoran, Forbes KB, Gillian MacGregor, William St. Clair, Riz Meedin, Corinne Kempa",4.0,,,,,,,,,
7663,La metà di un sole giallo,Half of a Yellow Sun,2013,2014-03-21,"Drama, Romance",111,"Nigeria, UK",Slate Films,"Thandie Newton, Chiwetel Ejiofor, Anika Noni Rose, Joseph Mawle, John Boyega, Onyeka Onwenu, Babou Ceesay, Susan Wokoma, Jude Orhorha, Genevieve Nnaji, Gloria Anozie, Tina Mba, Wale Ojo, Ayo Lijadu, Naya Amobi",6.1,NGN 1270000000,$ 54529,$ 306393,51.0,R,,,,Half of a Yellow Sun
7664,Issaq,Issaq,2013,2013-07-26,"Drama, Romance",148,India,Dhaval Gada Productions,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makrand Deshpande, Vineet Kumar, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose, Yuri Suri, Malini Awasthi",4.5,,,,,,,,,
7665,La religiosa,La religieuse,2013,2013-09-05,Drama,112,"France, Germany, Belgium",Les Films du Worso,"Pauline Etienne, Isabelle Huppert, Louise Bourgoin, Martina Gedeck, Françoise Lebrun, Agathe Bonitzer, Alice de Lencquesaing, Gilles Cohen, Marc Barbé, François Négret, Lou Castel, Nicolas Jouhet, Pascal Bongard, Pierre Nisse, Fabrizio Rongione",6.4,,,$ 503090,51.0,,,,,
7666,Best of Luck,Best of Luck,2013,2013-07-26,"Action, Comedy",133,"India, Canada",Sippy Grewal Productions,"Gippy Grewal, Jazzy B., Simran Kaur Mundi, Sonam Bajwa, Binnu Dhillon, Puneet Issar, Karamjit Anmol, Gurpreet Grewal, Harpal Singh Pali, Bobby Bedii, Miss Pooja, Anshul Chobey, Balinder Johal, Balwinder Begowal, Navkiran Brar",5.6,CAD 1000000,,$ 179946,,,,,,
7667,Run,Run,2013,2014-12-17,"Action, Romance, Thriller",90,USA,Intrinsic Value Films,"William Moseley, Kelsey Asbille, Edoardo Ballerini, Craig Henningsen, Adrian Pasdar, Eric Roberts, Jeremy Gallant, Kris Eivers, Albert Valladares, Brian Distance, Saul Stein, Frank Fortunato, William Goulet Kean, Jon Freda, Joe Perrino",4.7,$ 1650000,,,,,,,,Run
7668,Goliyon Ki Rasleela Ram-Leela,Goliyon Ki Rasleela Ram-Leela,2013,2013-11-15,"Drama, Musical, Romance",150,India,Bhansali Productions,"Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar, Homi Wadia, Abhimanyu Singh, Richa Chadha, Gulshan Devaiah, Jameel Khan, Barkha Bisht, Tarun Anand, Masood Akhtar, Mohammad Faizan, Utkarsh Naithani, Bharat Chawda",6.4,,$ 2738863,$ 4840059,,,,,,
7669,Aleksandr's Price,Aleksandr's Price,2013,2013-09-24,Drama,108,USA,Maso & Co Productions,"Pau Masó, Anatoli Grigoriadou, Josh Berresford, Samantha Glovin, Keith Dougherty, Olivier Canovas, Roy Pollack, Terrence Hewitt, Marc I. Daniels, Roland Max, Jon Ash, Danny Boushebel, Robert Braxton, Cesar Campos, Marsha Chun-Matsubara",4.9,,,,,,,,,
7670,The Amityville Asylum,The Amityville Asylum,2013,2013-06-03,Horror,88,UK,Independent Moving Pictures,"Sophia Del Pizzo, Lee Bane, Jared Morgan, Eileen Daly, Paul Kelleher, Kenton Hall, Sarah Louise Madison, Alan Humphreys, Matthew Batte, Ina Marie Smith, Judith Haley, Andy Evason, Scott Delap, Ritchie Bessant, Laura Jeffs",2.6,$ 20000,,,,,,,,
7671,The Sky in Bloom,The Sky in Bloom,2013,2013-05-16,"Crime, Thriller",96,UK,Hydra Films RKM,"Bill Thomas, Sean Knopp, Ross Mullan, Paul Marc Davis, Kelly Eastwood, Paul T. Horsfield, Eve Pearson II, Sidney Kean, Michelle Edwards, Les Kenny-Green, Simon Rhodes, Elia Diaz, Adrian Bouchet, Vesna Stanojevic, Marc Forde",5.8,,,,,,,,,
7672,Omicidi tra i fiordi - Il bambino segreto,Tyskungen,2013,2014-05-11,"Crime, Thriller",105,"Sweden, Germany",Tre Vänner Produktion AB,"Claudia Galli, Richard Ulfsäter, Eva Fritjofson, Pamela Cortes Bruna, Lennart Jähkel, Amalia Holm, Fanny Klefelt, Edvin Endre, Axel Myrberg, Kim Solfeldt, Jakob Oftebro, Felix Engström, Mirja Burlin, Jan Malmsjö, Anders Nyström",6.1,,,$ 515997,,,,,,Tyskungen
7673,Flores Raras,Flores Raras,2013,2013-08-16,"Biography, Drama, Romance",118,Brazil,LC Barreto Productions,"Miranda Otto, Glória Pires, Tracy Middendorf, Marcello Airoldi, Tânia Costa, Marianna Mac Niven, Marcio Ehrlich, Lola Kirke, Luciana Souza, Treat Williams, Anna Bella, Angelina de Sensi, Kiria Malheiros, Bruna Franca, Joana Franca",7.0,,$ 45502,$ 1534391,44.0,,,,,
7674,Deep Powder,Deep Powder,2013,2013-04-19,"Drama, Thriller",91,USA,Killer Films,"Haley Bennett, John Magaro, Shiloh Fernandez, Logan Miller, Colby Minifie, Amanda Warren, Josh Salatin, Kitty Crystal, Dana Eskelson, Tibor Feldman, James Joseph O'Neil, Thomas Schall, Frank Caccamo, Jeremy Boros, Zibia Bardin",5.7,,,,,,,,,
7675,Newlyweeds,Newlyweeds,2013,2013-09-18,"Comedy, Drama",87,USA,TIN OR W Productions,"Amari Cheatom, Trae Harris, Tone Tank, Isiah Whitlock Jr., Tonya Pinkins, Diane Neal, Adrian Martinez, Hassan Johnson, Anthony Chisholm, Colman Domingo, Sharon Hope, Liam Broggy, Lucas Delvasto, Joanna Leeds, Scott Krupnick",5.7,,,,62.0,R,,,,
7676,Closed Circuit,Closed Circuit,2013,2013-08-28,"Crime, Drama, Mystery",96,"UK, USA",Focus Features,"Kate Lock, Katherine Press, Patrick Warner, Ricky Nixon, Daniel Tuite, Zora Bishop, Vicky Jam, Zahra Ahmadi, Steve North, Denis Moschitto, Pinar Ögün, Hasancan Cifci, Andrew Havill, James Lowe, Jim Broadbent",6.2,$ 15000000,$ 5750401,$ 6331939,50.0,R,,,,
7677,The Bright Day,The Bright Day,2013,2015-10-22,Drama,90,India,Nek Iraada Films,"Mohan Agashe, Radhika Apte, Rajit Kapoor, Rakhi Mansha, Kelly Marie Miller, Ajit Singh Palawat, Shernaz Patel, Prachi Pawar, Devraya Potdar, Sarang Sathaye",5.8,,,,,,,,,
7678,Ritual,Ritual,2013,2013-12-31,Horror,90,USA,After Dark Films,"Larry Fessenden, Derek Phillips, Mickey Keating, Lisa Marie Summerscales, Eric B. Fleischman, Katherine Skelton, Brian Lally, Eric Martig, Dean Cates, Benjamin Wright, Stephen Brophy, D.J. Tijerina, John Hugo, A.D. Peters",3.8,,,,,,,,,
7679,3 Yol,3 Yol,2013,2013-10-25,"Drama, Mystery, War",116,"Turkey, Bosnia and Herzegovina",,"Riza Akin, Turgay Aydin, Adi Hrustemovic, Kristina Krepela, Aldin Omerovic, Faketa Salihbegovic, Reshad Strik, Alma Terzic, Nik Xhelilaj",6.3,,,$ 6797,,,,,,
7680,Sommarstället,Sommarstället,2013,2013-04-21,Drama,83,"Sweden, UK",,"Sara Blomqvist, Kalle Josephson, Ania Chorabik, Nanna Blondell, Carl Dacko, Andrea Bodelson, Arram Eckerbom, Anna Enström, Julia Frändfors, Aron Heineman, Ilja Karilampi, Anna Kulin, Tom Lloyd, Aliette Opheim",5.5,,,,,,,,,
7681,Finders Keepers: The Root of All Evil,Finders Keepers: The Root of All Evil,2013,2013-04-04,"Action, Horror, Thriller",74,USA,Sky Studios International,"Timothy Woodward Jr., Richard Bachellor, Robert Covington, Katelynn Derengowski, Xander Farr, Michael Faulkner, Josh Jevicks, Rob Khouri, David Schifter, Stephania Schmidt",3.1,,,,,,,,,
7682,Vai que dá Certo,Vai que dá Certo,2013,2013-03-22,Comedy,110,Brazil,Fraiha Produções,"Danton Mello, Lúcio Mauro Filho, Fábio Porchat, Gregório Duvivier, Felipe Abib, Natália Lage, Bruno Mazzeo, Lúcio Mauro, Sergio Guizé, Felipe Rocha",5.8,BRL 2000000,,$ 14464092,,,,,,
7683,The Last Letter,The Last Letter,2013,2013-12-17,Thriller,96,USA,Overflow Entertainment,"Omari Hardwick, Sharon Leal, Gary Dourdan, Rocsi Diaz, Lynn Whitfield, Tatyana Ali, Richard T. Jones, Bill Cobbs, Darrin Dewitt Henson, Marc Singer, Billy 'Sly' Williams, Michael Toland, Keena Ferguson, Nadège August, Rhonda Simmons",4.5,,,,,,,,,
