,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company_x,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors_y
864,Alex Cross - La memoria del killer,Alex Cross,2012,2013.7.18,"Action, Crime, Mystery",101,"USA, France","English, German",Rob Cohen,"Marc Moss, Kerry Williamson",Block / Hanson,5.1,"$35,000,000 ","$34,618,867 ",30,PG-13,"Tyler Perry, Matthew Fox, Edward Burns, Jean Reno, Carmen Ejogo, Cicely Tyson, Rachel Nichols, Giancarlo Esposito, John C. McGinley, Stephanie Jacobsen, Werner Daehn, Yara Shahidi, Sayeed Shahidi, Chad Lindberg, Simenona Martinez, Jessalyn Wanlim, Christian Mathis, Tim Holmes, Ingo Rademacher, Tiren Jhames, Sonny Surowiec, Darcy Leutzinger, Brian Jackson, Christopher Stadulis, Timothy J. Richardson, Steffen Dziczek, Ideene Dehdashti, Dave Bender, Chris Wallis, Matt Frieden, Barbara Cashulin, Peter Lawson Jones, Marcelo Tubert, Alexandra Ruddy, Keith Cameron, Rory Markham, Tim Sitarz, E. Ray Goodwin, Danny Wynands, Simon Rhee, Andrew Comrie-Picard, I. Ketut Resi Yogi, I. Wayan Suwita, I. Ketut Arya Wijaya, Joe Perry"
865,Message from the King,Message from the King,2016,2017.8.4,"Action, Crime, Drama",102,"UK, France, Belgium, USA","English, Armenian",Fabrice du Welz,"Oliver Butcher, Stephen Cornwell",Backup Media,6.4,"$10,000,000 ","$315,132 ",40,R,"Chadwick Boseman, Luke Evans, Teresa Palmer, Natalie Martinez, Tom Felton, Alfred Molina, Jake Weary, Kirsty Hill, Dale Dickey, Ava Kolker, Chris Mulkey, Drew Powell, Jonathan Coyne, Madeleine Wade, Anna Diop, Michael Patrick McGill, Sibongile Mlambo"
866,Codice 999,Triple 9,2016,2016.4.21,"Action, Crime, Thriller",115,USA,"English, Spanish, Russian",John Hillcoat,Matt Cook,Worldview Entertainment,6.3,"$20,000,000 ","$23,177,948 ",52,R,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Kate Winslet, Woody Harrelson, Clifton Collins Jr., Aaron Paul, Norman Reedus, Teresa Palmer, Gal Gadot, Michael Kenneth Williams, Michelle Ang, Carlos Aviles, Luis Da Silva Jr., E. Roger Mitchell, Blake McLennan, Zane Pittman, Dev Kingsley, Natalie Pero, Ian Casselberry, Christine Horn, Valiant Michael, Labrandon Shead, Terri Abney, Hakim Callender, Walter Hendrix, III, Tony Grant (IV), Anthony Belevtsov, Michelle Rivera, Karen Kaia Livers, Terence Rosemore"
867,Piranha 3DD,Piranha 3DD,2012,2012.7.14,"Comedy, Horror",83,"USA, Japan",English,John Gulager,"Patrick Melton, Marcus Dunstan",Dimension Films,3.7,"$5,000,000 ","$8,518,634 ",24,R,"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau, David Koechner, Chris Zylka, Adrian Martinez, Paul James Jordan, Meagan Tandy, David Hasselhoff, Christopher Lloyd, Paul Scheer, Gary Busey, Clu Gulager, Sierra Fisk, Matthew Lintz, Sylvia Jefferies, Jenna Hurt, Rozlyn Papa, Alisa Harris, Stacy Rabon, Nate Panning, Kathy Sue Holtorf, Irina Voronina, Mike Regan, Gary J. Tunnicliffe, Ving Rhames"
868,The Spectacular Now,The Spectacular Now,2013,2013.9.13,"Comedy, Drama, Romance",95,USA,English,James Ponsoldt,"Scott Neustadter, Michael H. Weber",Andrew Lauren Productions,7.1,"$2,500,000 ","$6,918,591 ",82,R,"Miles Teller, Shailene Woodley, Brie Larson, Mary Elizabeth Winstead, Jennifer Jason Leigh, Kyle Chandler, Andre Royo, Dayo Okeniyi, Bob Odenkirk"
869,Nella terra del sangue e del miele,In the Land of Blood and Honey,2011,2012.2.16,"Drama, Romance, War",127,USA,"Bosnian, Serbian, Croatian, English",Angelina Jolie,Angelina Jolie,GK Films,4.5,"$13,000,000 ","$1,203,699 ",56,R,"Zana Marjanovic, Goran Kostic, Vanesa Glodjo, Rade Serbedzija, Boris Ler, Alma Terzic, Jelena Jovanova, Feda Stukan, Nikola Djuricko, Aleksandar Djurica, Branko Djuric, Goran Jevtic, Jasna Ornela Berry, Jasna Ornela Bery, Ermin Bravo, Dzana Pinjo, Ermin Sijamija, Milos Timotijevic, Dolya Gavanski"
871,Drift - Cavalca l'onda,Drift,2013,2013.8.8,"Biography, Drama, Sport",113,Australia,English,"Ben Nott, Morgan O'Neill","Morgan O'Neill, Morgan O'Neill",World Wide Mind,6.3,"$8,629,665 ","$1,135,498 ",35,R,"Myles Pollard, Xavier Samuel, Sam Worthington, Robyn Malcolm, Lesley-Ann Brandt, Aaron Glenane, Steve Bastoni, Maurie Ogden, Sean P. Keenan, Kai Arbuckle, Harrison Buckland-Crook"
872,Solo gli amanti sopravvivono,Only Lovers Left Alive,2013,2014.5.15,"Comedy, Drama, Fantasy",123,"UK, Germany, Greece, France","English, French, Arabic, Turkish",Jim Jarmusch,"Jim Jarmusch, Marion Bessay",Recorded Picture Company (RPC),7.3,"$7,000,000 ","$7,609,187 ",79,R,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt, Anton Yelchin, Jeffrey Wright, Slimane Dazi, Carter Logan, Aurelie Thepaut, Ali Amine, Dave W., Ego Sensation, Nick Name, Fouad El Achaari, Hawchi Mustapha, Abdelkader Dourkan, Mohamed Chairi Felah, Bilal Chair Felah, Omar Raissouli, Yasmine Hamdan, Marc Codsi, Noureddine Touati, Hanane El Karni, Hamza Kadri"
875,Anna,Anna,2019,2019.6.21,"Action, Thriller",118,"France, USA, Canada, Russia","English, Russian, French",Luc Besson,Luc Besson,Summit Entertainment,6.6,"$37,328,983 ","$31,626,978 ",40,R,"Luke Evans, Cillian Murphy, Helen Mirren, Sasha Luss"
877,Una famiglia all'improvviso,People Like Us,2012,2012.8.3,"Comedy, Drama",114,USA,"English, Spanish",Alex Kurtzman,"Alex Kurtzman, Roberto Orci",DreamWorks,7.1,"$16,000,000 ","$12,558,931 ",49,PG-13,"Elizabeth Banks, Chris Pine, Michael Hall D'Addario, Michelle Pfeiffer, Olivia Wilde, Mark Duplass, Sara Mornell, Philip Baker Hall, Dean Chekvala, Barbara Eve Harris, David Burrus, Joseph Wise, Devin Brochu, Gabriela Milla, Abhi Sinha, Jon Favreau, Rob Brownstein, Christiann Castellanos, Darren O'Hare, Maximilian Osinski, Leshay Tomlinson Boyce, Paul Sanchez, Freddie Francis, Stephanie Bast, Shaughn Buchholz, Pippa Hinchley, David Kelsey, LeRoy Mobley, Nick Smoke, Amanda Young, Scott Weintraub, Aaron Farb, Sonya Leslie, Alexander Leeb, Katherine Sigismund, Sheila Shaw, Katy Boyer, Peggy Lynn Moore, Liza Del Mundo, Michael D. Parr, Omar Vega, Tara Inden, James Hosney, Dave Zyler, Moosie Drier, Rif Hutton, Steve Alterman, Liza Richardson, Matt Dunkley"
878,Another Happy Day,Another Happy Day,2011,2011.12.8,"Comedy, Drama",119,USA,English,Sam Levinson,Sam Levinson,Charter Management,6.1,"$4,000,000 ","$659,937 ",46,R,"Ellen Barkin, Thomas Haden Church, Kate Bosworth, Demi Moore, Ezra Miller, Ellen Burstyn, George Kennedy, Michael Nardelli, Daniel Yelsky, Jeffrey DeMunn, Siobhan Fallon Hogan, Diana Scarwid, Eamon O'Rourke, Lola Kirke, David Hirsch, Gregory Beauchamp, Laura Coover, Willy Vlasic, Sean Rogers, Patrick F. McDade, Brian Anthony Wilson, Christopher Lee Philips, Jack Hoffman, Daniel Usaj, April Rogalski, Lila Vivi, Jimmie Roach, Corrin Barnett, Nick McMahon"
879,Shame,Shame,2011,2012.1.13,Drama,101,"UK, Canada, USA",English,Steve McQueen,"Steve McQueen, Abi Morgan",Fox Searchlight Pictures,7.2,"$6,500,000 ","$19,123,767 ",72,NC17,"Michael Fassbender, Carey Mulligan, James Badge Dale, Nicole Beharie, Hannah Ware, Lucy Walters, Mari-Ange Ramirez, Alex Manette, Elizabeth Masucci, Rachel Farrar, Loren Omer, Lauren Tyrrell, Marta Milans, Jake Richard Siciliano, Robert Montano, Charisse Merman, Amy Hargreaves, Anna Hopkins, Chazz Menendez, Carl Low, Calamity Chang, DeeDee Luxe, Stanley Wayne Mathis, Wenne Alton Davis"
880,Beyond Skyline,Beyond Skyline,2017,2017,"Action, Adventure, Sci-Fi",106,"USA, Canada, Indonesia, UK, China, Singapore","English, Indonesian",Liam O'Donnell,Liam O'Donnell,Beyond The Mothership,5.3,"$14,000,000 ","$992,181 ",46,R,"Frank Grillo, Bojana Novakovic, Jonny Weston, Yayan Ruhian, Iko Uwais, Callan Mulvey, Valentine Payen"
881,Cos� � la vita,L!fe Happens,2011,2012.4.13,Comedy,100,"USA, Canada",English,Kat Coiro,"Kat Coiro, Krysten Ritter",Stardust Pictures,5.6,"$930,000 ","$48,041 ",44,R,"Krysten Ritter, Kate Bosworth, Rachel Bilson, Justin Kirk, Geoff Stults, Fallon Goodson, Andrea Savage, Kristen Johnston, Rhys Coiro, Jason Biggs, Seymour Cassel, Louis Silvers, Zachary Ross, Connor Ross, Colin Egglesfield, Ivan Shaw, Jenny Mollen, Abby Brammell, Marguerite Moreau, Lauren Conrad, Laura Silverman, Tesla Allgood, Devan Leos, Cody Benjamin Lee, Brody Nicholas Lee, Bruce Robert Cole, Shelby Janes, Jon Heder, Milana Vayntrub, Jevin Rae Udcoff, Jem Walrath, Darrel Davenport, Brandon Quinn, Marghi Coiro, Henry Nilsen Healy, Faye Walrath, Claire Wood, Carlton Diggs"
882,Before I Go to Sleep,Before I Go to Sleep,2014,2014.9.5,"Drama, Horror, Mystery",92,"UK, USA, France, Sweden",English,Rowan Joffe,"Rowan Joffe, S.J. Watson",Scott Free Productions,6.3,"$22,000,000 ","$17,669,776 ",41,R,"Nicole Kidman, Colin Firth, Mark Strong (II), Anne-Marie Duff, Ben Crompton, Adam Levy, Jing Lusi, Gabriel Strong, Flynn MacArthur, Dean-Charles Chapman"
883,Killer Joe,Killer Joe,2011,2012.10.11,"Crime, Drama, Thriller",102,USA,English,William Friedkin,"Tracy Letts, Tracy Letts",Voltage Pictures,6.7,"$11,000,000 ","$4,633,668 ",62,R,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church, Gina Gershon, Marc Macaulay, Scott Martin, Graylen Banks, Carol Sutton, Danny Epper, Jeffrey Galpin, Gregory Bauchard, Charley Vance"
884,C'era una volta un'estate,The Way Way Back,2013,2013.11.28,"Comedy, Drama",103,USA,English,"Nat Faxon, Jim Rash","Nat Faxon, Jim Rash",Sycamore Pictures,7.4,"$5,000,000 ","$26,474,920 ",68,PG-13,"Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry, Jake Picking"
885,Manuale scout per l'apocalisse zombie,Scouts Guide to the Zombie Apocalypse,2015,2015.10.30,"Action, Comedy, Horror",93,USA,English,Christopher Landon,"Carrie Lee Wilson, Emi Mochizuki",Paramount Pictures,6.3,"$15,000,000 ","$16,137,046 ",32,R,"Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont, Halston Sage, David Koechner, Cloris Leachman, Patrick Schwarzenegger, Sara Malakul Lane, Matthew Cardarople, Elle Evans, Laurel Harris, Niki Koss, Tony Gardner, Rebecca Rowley, Lukas Gage, Leon Charles Farmer, Jeremy Dunn, Hiram A. Murray, John Francis Dillon, Theo Kypri, Blake Anderson, Drew Droege, Brianna Gardner, Efren John Rowan"
886,Bohemian Rhapsody,Bohemian Rhapsody,2018,2018.11.29,"Biography, Drama, Music",134,"UK, USA","English, British Sign Language",Bryan Singer,"Anthony McCarten, Peter Morgan",GK Films,8,"$52,000,000 ","$906,884,690 ",49,PG-13,"Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy, Joseph Mazzello, Aidan Gillen, Tom Hollander, Allen Leech, Mike Myers"
887,La signora dello zoo di Varsavia,The Zookeeper's Wife,2017,2017.11.16,"Biography, Drama, History",127,"Czech Republic, UK, USA","English, German, Hebrew",Niki Caro,"Angela Workman, Diane Ackerman",Scion Films,7,"$20,000,000 ","$26,152,835 ",57,PG-13,"Jessica Chastain, Daniel Brühl, Johan Heldenbergh, Michael McElhatton, Iddo Goldberg, Shira Haas"
888,Ender's Game,Ender's Game,2013,2013.10.30,"Action, Adventure, Fantasy",114,USA,English,Gavin Hood,"Gavin Hood, Orson Scott Card",Summit Entertainment,6.6,"$110,000,000 ","$125,544,024 ",51,PG-13,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin, Moises Arias, Jimmy 'Jax' Pinchak, Suraj Parthasarathy, Conor Carroll, Khylin Rhambo, Aramis Knight, Ben Kingsley, Viola Davis, Nonso Anozie, Tony Mirrcandani, Edrick Browne, Han Soto, Jasmine Kaur, Wendy Miklovic, Kyle Clements, Brandon Soo Hoo, Andrea Powell, Stevie Ray Dallimore, Cameron Gaskins, Caleb Thaggard, Chris Coakley, Chase Walker, Gavin Hood"
889,Le streghe di Salem,The Lords of Salem,2012,2013.4.24,"Horror, Thriller",101,"USA, UK, Canada",English,Rob Zombie,Rob Zombie,Alliance,5.1,"$1,500,000 ","$1,544,989 ",57,R,"Sheri Moon Zombie, Bruce Dern, Bruce Davison, Bruce Davidson, Jeff Phillips, Billy Drago, Judy Geeson, Dee Wallace, Ken Foree, Maria Conchita Alonso, Michael Berryman, Meg Foster, Patricia Quinn, Richard Fancy, Andrew Prine, Christopher Knight, Sid Haig, Bonita Friedericy, Nancy Linehan Charles, Flo Lawrence, Brynn Horrocks, Suzanne Voss, Susan Gray, Torsten Voges, Niko Posey, Julian Acosta, Lisa Marie, Brandon Cruz, Gabriel Pimentel, John S., Piggy D., Roger Morrissey, Barbara Crampton, Michael Shamus Wiles, Dustin Quick, James ""Jammers"" Messersmith, Wayne Toth, Brian Rae, Ernest Thomas, Carlos DelValle, Clint Howard, Camille Keaton, Udo Kier, Richard Lynch, Daniel Roebuck"
890,Biancaneve e il cacciatore,Snow White and the Huntsman,2012,2012.7.11,"Action, Adventure, Drama",127,"USA, UK",English,Rupert Sanders,"Evan Daugherty, John Lee Hancock",Roth Films,6.1,"$170,000,000 ","$396,592,829 ",57,PG-13,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Sam Spruell, Ian McShane, Bob Hoskins, Eddie Izzard, Ray Winstone, Nick Frost, Eddie Marsan, Toby Jones, Johnny Harris, Brian Gleeson, Peter Ferdinando, Vincent Regan, Liberty Ross, Noah Huntley, Christopher Obi, Lily Cole, Rachael Stirling, Hattie Gotobed, Raffey Cassidy, Xavier Atkins, Anastasia Hille, Izzy Meikle-Small, Elliot Reeve, Mark Wingett, Jamie Blackley, Dave Legeno, Matt Berry, Greg Hicks, Andrew Hawley, Joey Ansah, Gregor Truter, Tom Mullion"
891,Il segreto dei suoi occhi,Secret in Their Eyes,2015,2015.11.12,"Crime, Drama, Mystery",111,"USA, UK, Spain, South Korea",English,Billy Ray,"Billy Ray, Juan Jos� Campanella",IM Global,6.3,"$19,500,000 ","$34,854,990 ",45,PG-13,"Chiwetel Ejiofor, Julia Roberts, Nicole Kidman, Dean Norris, Alfred Molina, Michael Kelly, Zoe Graham, Lyndon Smith, Don Harvey, Joe Cole, Frankie Sims, Patrick Davis, Benjamin Waters, Greg Duncan, Toni French, John Papsidera, Amir Malaklou, Stephanie McIntyre, Phillip O'Riley, Walter Tabayoyong, Alessandro Cuomo, Bryan Williams, Glenn Davis, Jahmilla Jackson, Mark Famiglietti, Ross Partridge, John Pirruccello, Kim Yarbrough, Ho-Sung Pak, Laurence Todd Rosenthal, Eileen Fogarty, David Pearl, Niko Nicotera, Israel Feres David, Dennis Keifer, Erik M. Solky, Michael Tennant, Noel Gugliemi, Ho Sung Pak, Carrick O'Quinn, C.C. Taylor, Carlo Zapata, Erik Solky, Vin Scully, Matt Berenson, Juan José Campanella, Stuart Ford, Mark W. Johnson, Russell Levine, Jeremiah Samuels, Robert Simonds, Jae Woo Lee, Deborah Zipser"
892,Jersey Boys,Jersey Boys,2014,2014.6.18,"Biography, Drama, Music",134,USA,"English, Italian, French",Clint Eastwood,"Marshall Brickman, Rick Elice",Four Seasons Partnership,6.8,"$40,000,000 ","$67,647,013 ",54,R,"Christopher Walken, John Lloyd Young, Vincent Piazza, Erich Bergen, Michael Lomenda, Steve Schirripa, Kathrine Narducci, Lou Volpe, John Cannizzaro, Johnny Cannizzaro, Michael Patrick McGill, Lacey Hannan, Scott Vance, Steve Rankin, Ivar Brogger, Scott Michael Morgan, Annika Noelle, Annie O'Donnell, Clint Ward, Michael Butler Murray, William Watterson, Renée Marino, David Newton, David Storm Newton, John Duerler, Keith Loneker, James Madio, Jeremy Luke, Kathryn Ann Reeves, Louis Lombardi, Allison Wilhelm, Vincent Selhorst-Jones, Joseph Russo, Francesca Eastwood, Alexandra Ruddy, Travis Nicholson, Joe Abraham, Meagan Holder, Chaz Langley, Lou George, Michael Lanahan, Phil Abrams, Mike Doyle, Aria Pullman, Tye Edwards, Nancy La Scala, Katelyn Pacitto, Kara Pacitto, Sean Whalen, Heather Ferguson Pond, Angel Murphy, John Griffin, Billy Gardell, Donnie Kehr, Grace Kelley, Steve Monroe, Danielle Souza, Alexis Krause, Elizabeth Hunter, Maggie Beal, Ashley Rose Joyner, Kimmy Gatewood, Jackie Seiden, Kyli Rae, Jeff DePaoli, Troy Grant, Jeremy Ratchford, Barry Livingston, Erica Piccininni, Rob Marnell, Miles Aubrey, Johnny Dinu, Ben Rauch, David Crane, Freya Tingley, Marco Tazioli, Grant Roberts, Joe Howard, Matt Nolan, Dennis Delsing, Jon Paul Burkhart"
894,Sabotage,Sabotage,2014,2014.3.28,"Action, Crime, Drama",109,USA,"English, Spanish",David Ayer,"Skip Woods, David Ayer",Open Road Films (II),5.7,"$35,000,000 ","$22,126,842 ",41,R,"Joe Maganiello, Dawn Olivieri, Sam Worthington, Arnold Schwarzenegger, Terrence Howard, Josh Holloway, Joe Manganiello, Mireille Enos, Olivia Williams, Harold Perrineau, Max Martini, Kevin Vance, Mark Schlegel, Ned Yousef, Maurice Compte, Martin Donovan, Michael Monks, Nicolás Soto Chacón, Tim Ware, Gary Grubbs, BJ Winfrey, Kendrick Cross, Hakim Callender, Troy Garity, Morgan Alexandria, Jermaine T. Holt, Jaime FitzSimons, Everton Lawrence, M. Neko Parham, Dewayne Calhoun, Maia Moss-Fife, Parisa Johnston, Alan Gilmer, Emily B. Torres, Catherine Dyer, Maya Santandrea, Paul Barreras, Amy Parrish, Elizabeth Davidovich, Andrew Comrie-Picard, Andrew Fincher, Mario Ramirez Reyes, Melissa Martinez, Michelle Alvarado Martins, Jimmy Ortega, Malin Akerman"
895,Your Sister's Sister,Your Sister's Sister,2011,2012.6.29,"Comedy, Drama, Romance",90,USA,English,Lynn Shelton,Lynn Shelton,Ada Films,6.7,"$125,000 ","$3,242,802 ",72,R,"Emily Blunt, Rosemarie DeWitt, Mark Duplass, Mike Birbiglia, Mike Harring, James Dodson, Pete Erickson, Evan Mosher, Jennifer Maas, Jeanette Maus, Dori Hana-Scherer, Dori Hana Scherer, Steve Snoey, Dusty Warren, Seth Warren, Mel Eslyn, Katie Jarvis, Jeremy Mackie, Nathan M. Miller, Nathan Miller, Norm Tumolva, Kate Bayley, Jason Braggs, John Lavin, Lee Luna, Petra Kjorsvik, Kimberly Chin, Kohen Chin, Beckett Chin"
896,Ma come fa a far tutto?,I Don't Know How She Does It,2011,2011.9.23,"Comedy, Romance",89,USA,English,Douglas McGrath,"Aline Brosh McKenna, Allison Pearson",The Weinstein Company,4.9,"$24,000,000 ","$31,410,151 ",38,PG-13,"Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr, Emma Rayne Lyle, Julius Goldberg, Theodore Goldberg, James Murtaugh, Mika Brzezinski, Eugenia Yuan, Joseph Amato, Michelle Hurst, Beth Fowler, Marceline Hugot, Steve Routman, Raymond McNally, Katie Hyde Lewars, Robbie Sublett, Natalie Gold, Lorna Pruce, Jacob Alexander"
897,Blood Ties - La legge del sangue,Blood Ties,2013,2013.10.30,"Action, Crime, Drama",127,"France, USA","English, Italian, Spanish",Guillaume Canet,"Guillaume Canet, James Gray",Tr�_or Films,6.5,"$25,500,000 ","$2,566,435 ",45,R,"Clive Owen, Billy Crudup, Marion Cotillard, Mila Kunis, Zoe Saldana, Matthias Schoenaerts, James Caan, Lili Taylor, Noah Emmerich, Domenick Lombardozzi, John Ventimiglia, Griffin Dunne, Jamie Hector, Yul Vázquez, Eve Hewson, Anais Lee, Mirabelle Lee, Richard Petrocelli, Mark Mahoney, Vincent Lamberti, Olek Krupa, Joseph O'Malley, Laurence Lowry, Jon Goracy, Joseph Mesiano, Philipp Christopher, Brendan Burke, Charlie Tahan, Daisy Tahan, Angellica Boccella, Chris Fischer, Tom Greer, Audrey Amey Akins, Mike Sheehan, John Joseph Gallagher, Austin Williams, Ron Crawford, Mike Houston, Eli Tokash, Julian Gamble, Dominik Tiefenthaler, T.J. Kenneally, Anthony Alessandro, Heather Litteer, Matthew Sprout, Craig ""Radioman"" Castaldo"
898,Moonrise Kingdom - Una fuga d'amore,Moonrise Kingdom,2012,2012.12.5,"Comedy, Drama, Romance",94,USA,English,Wes Anderson,"Wes Anderson, Roman Coppola",Indian Paintbrush,7.8,"$16,000,000 ","$68,263,166 ",84,PG-13,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Lucas Hedges, Charlie Kilgore, Andreas Sheikh, Chandler Frantz, Rob Campbell, LJ Foley, Gabriel Rush, Seamus Davey-Fitzpatrick, Tommy Nelson, Larry Pine, Marianna Bassham, Neal Huff, Eric Chase Anderson, Jake Ryan, Tanner Flood, Wyatt Ralff, Max Derderian, Hugo DeAscentis, Liz Callahan, James Demler, Christine Noel, Jean-Michael Pion, John Peet, Carolyn Pickman, Ada-Nicole Sanger, Isabella Guinness, Violet Guinness, Caris Yeoman, Lily Tiger McEnerney, Kevin DeCoste, Harvey Keitel, Tyler Metivier, Cooper Murray, Coledyn Garrow, Ben Haffner, Michael Malvesti, Rich Conant, Johnathon Deneault, Jack TeJean Hartman, Preston Hatch, Alex Milne, Jordan Puzzo, Steve Smith, Dakota Pimentel, Roman Keitel, Derek Sardella, Conrad Pope, Owen Wilson"
900,Red Lights,Red Lights,2012,2012.11.8,"Drama, Fantasy, Horror",114,"Spain, Canada",English,Rodrigo Cort�_,Rodrigo Cort�_,Millennium Films,6.2,"$17,028,536 ","$14,107,313 ",36,R,"Cillian Murphy, Robert De Niro, Sigourney Weaver, Elizabeth Olsen, Toby Jones, Joely Richardson, Craig Roberts, Leonardo Sbaraglia, Adriane Lenox, Burn Gorman, Mitchell Mullen, Nathan Osgood, Madeleine Potter, Eloise Webb, Jeany Spark, Jan Cornet, Robert G. Slade, Eugenio Mira, Lynn Blades, Eben Young, Becci Gemmell, Jee-Yun Lee, Emma Reynolds, Karen Shenaz David, Molly Malcolm, Peter R. Brooke, Robert Paterson, Jason Lewis, Jeff Mash, Lilliana Cabal, Gordon Harris, Ignacio Carreño López, Josette Simon, Carlos Bermudez Sagrera, Anselmo Cuesta, Russell Grant, Patricia Potter, Bola Olubowale, Simon Lee Phillips, Anna Dorca, Gina Bramhill, Joel Vigo, Jajube Mandiela, Jesse Bostick, Roscoe Van Dyke, Paulette Sinclair, Jean Daigle, Ann Turnbull, Eric Loren, Max Hausmann, Julius Cotter, Merce Vidal, Miquel Bordoy, Benjamin Nathan, Benjamin Nathan-Serio, Markus Parillo, Kathy Imrie, Howard Swinson, Larissa Bouvier, Syd Mostow, Brian Lehane, Aidan Shipley, Wendy Boyd, Anna Ferguson, Xavier Capdet, Alicia Caycho, Clelia Bain, Richard Felix, Joshua Zamrycki, Oskar Rodriguez, Lex Lang, Grant George, Bridget Hoffman, Rif Hutton, Angelina Wahler, Alastair King, Garrick Hagon"
901,The Collection,The Collection,2012,2012.11.30,"Action, Adventure, Crime",82,USA,English,Marcus Dunstan,"Patrick Melton, Marcus Dunstan",LD Entertainment,6.1,"$7,500,000 ","$9,929,706 ",38,R,"Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen, Daniel Sharman, Randall Archer, Navi Rawat, Johanna Braddy, Andre Royo, Erin Way, Brandon Molale, Justin Mortelliti, Shannon Kane, William Peltz, Eaddy Mays, Tim Griffin, Michael Nardelli, Robert Pralgo, Mel Fair, Anne Marie Howard, Tracy Kay, Massi Furlan, Valeri Rogers, Elizabeth Davidovich, Courtney Lauren Cummings, Arlon Reston, Tabitha Minchew, Michael H. Cole, Jilian McLendon, Brian Hite, David Fritsch, Laura Marion"
