,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2
8452,2015,Revenant - Redivivo,The Revenant,2016-01-16,"Action, Adventure, Drama",156,"USA, Hong Kong, Taiwan",Regency Enterprises,8.0,76.0,R,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",VISUAL EFFECTS,False,The Revenant,$,532950503,$,135000000
8453,2015,Revenant - Redivivo,The Revenant,2016-01-16,"Action, Adventure, Drama",156,"USA, Hong Kong, Taiwan",Regency Enterprises,8.0,76.0,R,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",VISUAL EFFECTS,False,The Revenant,$,532950503,$,135000000
8454,2015,Revenant - Redivivo,The Revenant,2016-01-16,"Action, Adventure, Drama",156,"USA, Hong Kong, Taiwan",Regency Enterprises,8.0,76.0,R,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",VISUAL EFFECTS,False,The Revenant,$,532950503,$,135000000
8455,2015,Martyrs,Martyrs,2016-01-22,"Drama, Horror, Thriller",86,USA,Blumhouse Productions,4.0,22.0,R,,,,,$,397072,$,1000000
8456,2015,L'A.S.S.O. nella manica,The Duff,2015-08-19,"Comedy, Romance",101,USA,CBS Films,6.5,56.0,,,,,,$,43709744,$,8500000
8458,2015,Entourage,Entourage,2015-07-15,Comedy,104,USA,Warner Bros.,6.6,38.0,R,,,,,$,49263404,$,30000000
8461,2015,Eisenstein in Messico,Eisenstein in Guanajuato,2015-06-04,"Biography, Comedy, Drama",105,"Netherlands, Belgium, Finland, Mexico, France",Submarine,6.2,60.0,,,,,,$,95860,EUR,2472000
8463,2015,Ritorno alla vita,Every Thing Will Be Fine,2015-09-24,Drama,118,"Germany, Canada, France, Sweden, Norway",Neue Road Movies,5.4,32.0,NR,,,,,$,554953,$,12000000
8466,2015,Die dunkle Seite des Mondes,Die dunkle Seite des Mondes,2016-01-14,"Mystery, Thriller",98,"Germany, Luxembourg, UK",Port au Prince Film & Kultur Produktion,6.3,,,,,,,$,474926,EUR,4000000
8468,2015,Manuale scout per l'apocalisse zombie,Scouts Guide to the Zombie Apocalypse,2015-10-30,"Action, Comedy, Horror",93,USA,Paramount Pictures,6.3,32.0,R,,,,,$,16137046,$,15000000
8469,2015,Barely Lethal - 16 anni e spia,Barely Lethal,2015-04-30,"Action, Comedy",96,USA,Main Street Films,5.4,44.0,,,,,,$,933847,$,15000000
8474,2015,Il segreto dei suoi occhi,Secret in Their Eyes,2015-11-12,"Crime, Drama, Mystery",111,"USA, UK, Spain, South Korea",IM Global,6.3,45.0,PG-13,,,,,$,34854990,$,19500000
8475,2015,Il piccolo principe,Le Petit Prince,2016-01-01,"Animation, Adventure, Drama",108,"France, Canada, Italy, USA, China",Onyx Films,7.7,70.0,,,,,Le Petit Prince,$,97571250,$,81200000
8478,2015,The Curse of Downers Grove,The Curse of Downers Grove,2015-08-21,"Drama, Horror, Mystery",89,USA,AliBella Pictures,4.5,31.0,,,,,,$,33462,$,2000000
8479,2015,La canzone della vita - Danny Collins,Danny Collins,2015-04-10,"Biography, Comedy, Drama",106,USA,Big Indie Pictures,7.0,58.0,R,,,,,$,10835752,$,10000000
8480,2015,No Escape - Colpo di stato,No Escape,2015-09-10,"Action, Thriller",103,"USA, Thailand",Bold Films,6.8,38.0,R,,,,,$,54418872,$,16200000
8482,2015,Southpaw - L'ultima sfida,Southpaw,2015-09-02,"Action, Drama, Sport",124,"Hong Kong, USA",Escape Artists,7.4,57.0,R,,,,,$,91970827,$,30000000
8483,2015,Little Boy,Little Boy,2015-04-24,"Drama, History, War",106,"Mexico, USA",Metanoia Films,7.4,30.0,PG-13,,,,,$,17572289,$,20000000
8485,2015,Humandroid,Chappie,2015-04-09,"Action, Crime, Drama",120,"South Africa, USA",Columbia Pictures,6.8,41.0,R,,,,,$,102811889,$,49000000
8490,2015,Queen of the Desert,Queen of the Desert,2017-04-14,"Adventure, Biography, Drama",128,"USA, Morocco",Benaroya Pictures,5.7,39.0,PG-13,,,,,$,1592853,$,15000000
8491,2015,Demonic,Demonic,2017-10-10,"Horror, Mystery, Thriller",83,USA,Dimension Films,5.3,,,,,,,$,4476578,$,3000000
8494,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8495,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8496,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8497,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8498,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8499,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8500,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8501,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,,,,Sisters,$,105011053,$,30000000
8510,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,False,,$,98690254,$,20000000
8511,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,Rachel McAdams,ACTRESS IN A SUPPORTING ROLE,False,,$,98690254,$,20000000
8512,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,Tom McCarthy,DIRECTING,False,,$,98690254,$,20000000
8513,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,Tom McArdle,FILM EDITING,False,,$,98690254,$,20000000
8514,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",BEST PICTURE,True,,$,98690254,$,20000000
8515,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,Written by Josh Singer & Tom McCarthy,WRITING (Original Screenplay),True,,$,98690254,$,20000000
8524,2015,Hunger Games: Il canto della rivolta - Parte 2,The Hunger Games: Mockingjay - Part 2,2015-11-19,"Action, Adventure, Sci-Fi",137,"USA, Germany, Canada, France",Lionsgate,6.5,65.0,PG-13,,,,,$,658344137,$,160000000
8530,2015,Tomorrowland - Il mondo di domani,Tomorrowland,2015-05-21,"Action, Adventure, Family",130,"USA, Spain, France, Canada, UK",Walt Disney Pictures,6.4,60.0,PG,,,,,$,209035668,$,190000000
8533,2015,Victor: La storia segreta del dottor Frankenstein,Victor Frankenstein,2016-04-07,"Drama, Horror, Sci-Fi",110,"UK, Canada, USA",Davis Entertainment,6.0,36.0,PG-13,,,,,$,34227298,$,65000000
8535,2015,Il viaggio di Arlo,The Good Dinosaur,2015-11-25,"Animation, Adventure, Comedy",93,USA,Pixar Animation Studios,6.7,66.0,PG,,,,,$,332207671,$,200000000
8540,2015,The 33,The 33,2015-08-06,"Biography, Drama, History",127,"Chile, Colombia, Spain, USA",Alcon Entertainment,6.9,55.0,PG-13,,,,,$,27972023,$,26000000
8549,2015,Il diritto di uccidere,Eye in the Sky,2016-08-25,"Action, Drama, Thriller",102,"UK, Canada",Raindog Films,7.3,73.0,,,,,,$,35259653,$,13000000
8550,2015,Point Break,Point Break,2016-01-27,"Action, Adventure, Crime",114,"China, Germany, USA, Austria, Italy, Canada",Alcon Entertainment,5.3,34.0,R,,,,,$,133718711,$,105000000
8551,2015,Point Break,Point Break,2016-01-27,"Action, Adventure, Crime",114,"China, Germany, USA, Austria, Italy, Canada",Alcon Entertainment,5.3,34.0,PG-13,,,,,$,133718711,$,105000000
8558,2015,Steve Jobs,Steve Jobs,2016-01-21,"Biography, Drama",122,"UK, USA",Universal Pictures,7.2,82.0,R,Michael Fassbender,ACTOR IN A LEADING ROLE,False,Steve Jobs,$,34441873,$,30000000
8559,2015,Steve Jobs,Steve Jobs,2016-01-21,"Biography, Drama",122,"UK, USA",Universal Pictures,7.2,82.0,R,Kate Winslet,ACTRESS IN A SUPPORTING ROLE,False,Steve Jobs,$,34441873,$,30000000
8560,2015,Wang chao de nu ren: Yang Gui Fei,Wang chao de nu ren: Yang Gui Fei,2015-07-30,"Drama, History, Romance",122,"China, South Korea, Japan",A Blissful Return Pictures,4.1,,,,,,,$,20778906,$,20000000
8561,2015,Galloping Mind,Galloping Mind,2015,Drama,120,"Belgium, Hungary",Savage Film,5.9,,,,,,,$,21696,EUR,2200000
8566,2015,Mr. Right,Mr. Right,2017-05-13,"Action, Comedy, Romance",95,USA,Amasia Entertainment,6.3,52.0,NR,,,,,$,607595,$,8000000
8567,2015,Mr. Right,Mr. Right,2017-05-13,"Action, Comedy, Romance",95,USA,Amasia Entertainment,6.3,52.0,R,,,,,$,607595,$,8000000
8568,2015,Inside Out,Inside Out,2015-09-16,"Animation, Adventure, Comedy",95,USA,Pixar Animation Studios,8.1,94.0,PG,Pete Docter and Jonas Rivera,ANIMATED FEATURE FILM,True,Inside Out,$,858071350,$,175000000
8569,2015,Inside Out,Inside Out,2015-09-16,"Animation, Adventure, Comedy",95,USA,Pixar Animation Studios,8.1,94.0,PG,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",WRITING (Original Screenplay),False,Inside Out,$,858071350,$,175000000
8570,2015,Inside Out,Inside Out,2015-09-16,"Animation, Adventure, Comedy",95,USA,Pixar Animation Studios,8.1,94.0,PG-13,Pete Docter and Jonas Rivera,ANIMATED FEATURE FILM,True,Inside Out,$,858071350,$,175000000
8571,2015,Inside Out,Inside Out,2015-09-16,"Animation, Adventure, Comedy",95,USA,Pixar Animation Studios,8.1,94.0,PG-13,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",WRITING (Original Screenplay),False,Inside Out,$,858071350,$,175000000
8572,2015,McFarland,"McFarland, USA",2015-02-20,"Biography, Drama, Sport",129,USA,Mayhem Pictures,7.4,60.0,,,,,,$,45710059,$,17000000
8579,2015,Pixels,Pixels,2015-07-29,"Action, Comedy, Fantasy",105,"USA, China, Canada",Columbia Pictures,5.5,27.0,PG-13,,,,,$,244874809,$,88000000
8585,2015,Final Girl,Final Girl,2015-08-14,"Horror, Thriller",84,"Canada, USA",NGN Productions,4.7,,R,,,,,$,33411,$,8000000
8586,2015,San Andreas,San Andreas,2015-05-28,"Action, Adventure, Drama",114,USA,New Line Cinema,6.1,43.0,PG-13,,,,,$,473990832,$,110000000
8590,2015,Born to Be Blue,Born to Be Blue,2016-07-25,"Biography, Drama, Music",97,"Canada, UK",New Real Films,6.9,64.0,,,,,,$,1553337,$,6500000
8591,2015,Jane Got a Gun,Jane Got a Gun,2016-01-29,"Action, Drama, Western",98,USA,1821 Pictures,5.9,49.0,R,,,,,$,3067531,$,25000000
8592,2015,Self/less,Self/less,2015-09-10,"Action, Mystery, Sci-Fi",117,USA,Gramercy Pictures (I),6.5,34.0,,,,,,$,31807156,$,26000000
8605,2015,Urban Hymn,Urban Hymn,2016-09-30,"Crime, Drama",114,UK,Eclipse Films,6.5,51.0,NR,,,,,$,1115,$,3000000
8608,2015,Bella e perduta,Bella e perduta,2015-11-19,"Drama, Fantasy",87,"Italy, France",Avventurosa,6.4,,,,,,,$,15550,EUR,470000
8613,2015,Run All Night - Una notte per sopravvivere,Run All Night,2015-04-30,"Action, Crime, Drama",114,USA,Warner Bros.,6.6,59.0,R,,,,,$,71561644,$,50000000
8618,2015,"Liza, a rókatündér","Liza, a rókatündér",2015-02-19,"Comedy, Fantasy, Romance",98,Hungary,FilmTeam,7.6,,,,,,,$,540928,HUF,450000000
8621,2015,Segreti di famiglia,Louder Than Bombs,2016-06-23,Drama,109,"Norway, France, Denmark, USA",Motlys,6.6,70.0,R,,,,,$,1160724,$,11000000
8622,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8623,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8624,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8625,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8626,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8627,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8628,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8629,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8630,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8631,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8632,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8633,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8634,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8635,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8636,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8637,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8638,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8639,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,NR,,,,Home,$,386041607,$,135000000
8640,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,PG-13,,,,Home,$,386041607,$,135000000
8641,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,PG-13,,,,Home,$,386041607,$,135000000
8642,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,PG,,,,Home,$,386041607,$,135000000
8643,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,PG,,,,Home,$,386041607,$,135000000
8647,2016,La storia dell'amore,The History of Love,2017-08-31,"Drama, Romance, War",134,"France, Belgium, Canada, Romania",2.4.7. Films,6.3,,,,,,The History of Love,$,492272,EUR,15000000
8648,2016,"Ave, Cesare!","Hail, Caesar!",2016-03-10,"Comedy, Drama, Music",106,"USA, UK, Japan",Universal Pictures,6.3,72.0,PG-13,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,PRODUCTION DESIGN,False,,$,63647656,$,22000000
8649,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8650,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8651,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8652,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8653,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8654,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8655,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8656,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8657,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8658,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8659,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8660,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8661,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8662,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8663,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8664,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Rodrigo Prieto,CINEMATOGRAPHY,False,Silence,$,23834809,$,46000000
8667,2016,Warcraft: L'inizio,Warcraft,2016-06-01,"Action, Adventure, Fantasy",123,"China, Canada, Japan, USA",Legendary Entertainment,6.8,32.0,PG-13,,,,,$,439048914,$,160000000
8670,2016,The Legend of Tarzan,The Legend of Tarzan,2016-07-14,"Action, Adventure, Drama",110,"UK, Canada, USA",Village Roadshow Pictures,6.2,44.0,PG-13,,,,,$,356700357,$,180000000
8673,2016,The Young Messiah,The Young Messiah,2016-03-11,"Drama, Fantasy",111,USA,1492 Pictures,5.6,33.0,PG,,,,,$,7330338,$,18500000
8675,2016,The Belko Experiment: Chi sopravviverà?,The Belko Experiment,2017-03-17,"Horror, Thriller",89,USA,Orion Pictures,6.1,44.0,R,,,,,$,11084630,$,5000000
8677,2016,Free State of Jones,Free State of Jones,2016-12-01,"Action, Biography, Drama",139,USA,Route One Entertainment,6.9,53.0,R,,,,,$,25035950,$,50000000
8680,2016,10 Cloverfield Lane,10 Cloverfield Lane,2016-04-28,"Action, Drama, Horror",103,USA,Paramount Pictures,7.2,76.0,PG-13,,,,,$,110216998,$,15000000
8682,2016,Doctor Strange,Doctor Strange,2016-10-26,"Action, Adventure, Fantasy",115,USA,Marvel Studios,7.5,72.0,PG-13,"Stephane Ceretti, Richard Bluff, Vincent Cirelli and Paul Corbould",VISUAL EFFECTS,False,,$,677718395,$,165000000
8683,2016,Civiltà perduta,The Lost City of Z,2017-06-22,"Biography, Drama, History",141,USA,Keep Your Head,6.6,78.0,PG-13,,,,,$,19263938,$,30000000
8685,2016,The Last Film Festival,The Last Film Festival,2016-09-16,Comedy,90,USA,,4.0,,,,,,,$,3558,$,650000
8686,2016,Ghostbusters,Ghostbusters,2016-07-28,"Action, Comedy, Fantasy",117,"USA, Australia",Columbia Pictures,5.2,60.0,PG-13,,,,,$,229147509,$,144000000
8688,2016,Single ma non troppo,How to Be Single,2016-02-11,"Comedy, Drama, Romance",110,USA,New Line Cinema,6.1,51.0,,,,,,$,112343513,$,38000000
8691,2016,The Infiltrator,The Infiltrator,2017-05-13,"Biography, Crime, Drama",127,"UK, USA",George Films,7.0,66.0,R,,,,,$,21011110,$,28000000
8692,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Thomas Newman,MUSIC (Original Score),False,,$,303144152,$,110000000
8693,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Thomas Newman,MUSIC (Original Score),False,,$,303144152,$,110000000
8694,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Thomas Newman,MUSIC (Original Score),False,,$,303144152,$,110000000
8695,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Thomas Newman,MUSIC (Original Score),False,,$,303144152,$,110000000
8696,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,PRODUCTION DESIGN,False,,$,303144152,$,110000000
8697,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,PRODUCTION DESIGN,False,,$,303144152,$,110000000
8698,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,PRODUCTION DESIGN,False,,$,303144152,$,110000000
8699,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,PRODUCTION DESIGN,False,,$,303144152,$,110000000
8700,2016,Lowriders,Lowriders,2017-04-28,"Adventure, Crime, Drama",98,USA,Blumhouse Productions,5.6,57.0,,,,,,$,6312033,$,5000000
8701,2016,PPZ: Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016-02-04,"Action, Comedy, Fantasy",108,"USA, UK",Cross Creek Pictures,5.8,45.0,PG-13,,,,Pride and Prejudice and Zombies,$,16457494,$,28000000
