title,year,date_published,genre,duration,country,language,director,writer,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors,genre_first,genre2,month,season,director_power,book_label,production_power,actor1,actor2,actor3,actor4,actor5,writer1,writer2,director1,director2,title,genre,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
L'orso Yoghi,2010,2011-01-14,"Animation, Adventure, Comedy",81,"USA, New Zealand",English,Eric Brevig,"Jennifer Ventimilia, Joshua Sternin",4.6,80000000,203509374,35,PG,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh, T.J. Miller, Nathan Corddry, Andrew Daly, Josh Robert Thompson, David Stott, Greg Johnson, Christy Quillam, Patricia Aldersley, Tim McLachlan, Vernon Hayden, Dean Knowsley, Barry Duffield, Michael Morris, Will Wallace, William A. Wallace, Suzana Srpek",Animation,"['Animation', 'Adventure', 'Comedy']",Jan,Winter,203509374,0,18585852641,Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh, T.J. Miller,Jennifer Ventimilia, Joshua Sternin,Eric Brevig,,God's Not Dead 2 - Dio non � morto 2,Drama,24487848,5000000,489.75696,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Matrimonio in famiglia,2010,2010-07-23,"Comedy, Romance",103,USA,English,Rick Famuyiwa,"Wayne Conley, Wayne Conley",5.0,14000000,21409028,38,PG-13,"Forest Whitaker, America Ferrera, Lance Gross, Carlos Mencia, Regina King, Diana Maria Riva, Lupe Ontiveros, Anjelah Johnson-Reyes, Charlie Murphy, Taye Diggs, Fred Armisen, Shannyn Sossamon, Tonita Castro, Anna Maria Horsford, Warren Sapp, Skylan Brooks, Shondrella Avery, Sterling Ardrey, Skylan Banks, Castulo Guerra, Joseph Mencia, Vivek Shah, Matt Sauter, Paul Costa, Joaquin Pastor, James Lesure, Alejandro Patiño, Skylan Guerra, Jacqueline Mazarella, Joseph Vassallo, Ella Joyce, Sy Richardson, Noel Gugliemi, Charles Grisham, Caroline Aaron, Mimi Michaels, Carlee Avers, Gordon James, Hayley Marie Norman, Gina Rodriguez, Gabriel G. Alvarez",Comedy,"['Comedy', 'Romance']",Jul,Summer,39395809,0,1075614691,Forest Whitaker, America Ferrera, Lance Gross, Carlos Mencia, Regina King,Wayne Conley, Wayne Conley,Rick Famuyiwa,,Un piccolo favore,"Comedy, Crime, Drama",97644617,20000000,488.223085,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Milo su Marte,2011,2011-06-01,"Animation, Action, Adventure",88,USA,English,Simon Wells,"Simon Wells, Wendy Wells",5.4,150000000,39233678,49,PG,"Seth Green, Elisabeth Harnois, Tom Everett Scott, Mindy Sterling, Kevin Cahoon, Dan Fogler, Joan Cusack",Animation,"['Animation', 'Action', 'Adventure']",Jun,Summer,39233678,0,25309406600,Seth Green, Elisabeth Harnois, Tom Everett Scott, Mindy Sterling, Kevin Cahoon,Simon Wells, Wendy Wells,Simon Wells,,Rocketman,"Biography, Drama, Music",195179299,40000000,487.9482475,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50 e 50,2011,2012-03-02,"Comedy, Drama, Romance",100,USA,English,Jonathan Levine,Will Reiser,7.6,8000000,41097853,72,R,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Donna Yamamoto, Sugar Lyn Beard, Sarah Smyth, Peter Kelamis, Jessica Parker Kennedy, Daniel Bacon, P. Lynn Johnson, Laura Bertram, Matty Finochio, Luisa D'Oliveira, Veena Sood, Jason Vaisvila, Brent Sheppard, Marie Avgeropoulos, Adrian McMorran, Stephanie Belding, Andrea Brooks, Ryan W. Smith, Karen Van Blankenstin, William 'Bigsleeps' Stewart, Bonnie Bollivar, Yee Jee Tso, Beatrice Ilg, Chilton Crane, Amitai Marmorstein, Lauren Miller, Will Reiser, Richard C. Burton, Neil Corbett, Christopher De Schuster, Karolina Sabat, Susan McLellan",Comedy,"['Comedy', 'Drama', 'Romance']",Mar,Spring,325194031,0,5486083928,Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston,Will Reiser,,Jonathan Levine,,Daddy's Home,"Comedy, Family",242786137,50000000,485.572274,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cercasi amore per la fine del mondo,2012,2013-01-17,"Adventure, Comedy, Drama",101,USA,English,Lorene Scafaria,Lorene Scafaria,6.7,10000000,11681781,59,R,"Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Rob Corddry, Gillian Jacobs, Derek Luke, Melanie Lynskey, T.J. Miller, Mark Moses, Patton Oswalt, William L. Petersen, Aleister Barron, Brad Morris, Nancy Carell, Roger Aaron Brown, Rob Huebel, Trisha Gorman, Tonita Castro, Leslie Murphy, Kasey Campbell, Vince Grant, Amy Schumer, Marshall Manesh, Bob Stephenson, Rene Gube, Jim O'Heir, Dan Maurio, Martin Sheen",Adventure,"['Adventure', 'Comedy', 'Drama']",Jan,Winter,174670527,0,1681312200,Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Rob Corddry,Lorene Scafaria,,Lorene Scafaria,,The Shack,"Drama, Fantasy",96942115,20000000,484.710575,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Bang,2010,2011-02-03,"Action, Mystery, Thriller",101,USA,English,Tony Krantz,Erik Jendresen,5.4,17000000,159991,25,R,"Antonio Banderas, Thomas Kretschmann, William Fichtner, Snoop Dogg, James Van Der Beek, Autumn Reeser, Sam Elliott, Jimmi Simpson, Sienna Guillory, Robert Maillet, Delroy Lindo, Bill Duke, Rebecca Mader, Robert Ernie Lee, Rachel Handler, Sean Cook, Tracy Culp, Khanh Doan, Anthony Holmes, Keith MacGeagh, Lindel Reason, Carlos Verde, Jr., Al Martinez, Chandra Bailey, Janelle Hoffmeister, Kristi Klicker, Katrina McKinley, Adrienne Thommes, Bill Marlowe, Devin Barber, Robert Martin, William Baker, Rick Ehrenstrasser, Donald Holmes, Sandra Kidd, Michael Mossuto, Florence Moyle, Jim Shorts, Jim Short, Sandra Sicilia, John Pritchard, Shane Rice, Klaus Dieter Bange, Vance Auroro, Reece Pearson, Jason Penrod, Tye Scott, Nancy Gasper, Brent Schneider, Courtney Yarber, Laura Van Der Lind, Lance Ortega, Laynee Busse, Mike Molan, Brad Hollibaugh, Balkar Singh, Darbara Singh, Amandeep Kaur",Action,"['Action', 'Mystery', 'Thriller']",Feb,Winter,159991,0,159991,Antonio Banderas, Thomas Kretschmann, William Fichtner, Snoop Dogg, James Van Der Beek,Erik Jendresen,,Tony Krantz,,Rio 2 - Missione Amazzonia,"Animation, Adventure, Comedy",498781117,103000000,484.25351165048545,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pupazzi senza gloria,2018,2018-10-18,"Action, Comedy, Crime",91,"USA, China",English,Brian Henson,"Todd Berger, Todd Berger",5.4,40000000,27506452,27,R,"Melissa McCarthy, Maya Rudolph, Joel McHale, Elizabeth Banks, Jimmy O. Yang, Leslie David Baker",Action,"['Action', 'Comedy', 'Crime']",Oct,Fall,27506452,0,514903476,Melissa McCarthy, Maya Rudolph, Joel McHale, Elizabeth Banks, Jimmy O. Yang,Todd Berger, Todd Berger,Brian Henson,,Last Vegas,"Comedy, Drama",134409025,28000000,480.03223214285714,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jimmy Bobo - Bullet to the Head,2012,2013-04-04,"Action, Crime, Thriller",92,"USA, India, Switzerland",English,Walter Hill,"Alessandro Camon, Alexis Nolent",5.7,45000000,21947209,48,R,"Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje, Jason Momoa, Christian Slater, Jon Seda, Holt McCallany, Brian Van Holt, Weronika Rosati, Dane Rhodes, Marcus Lyle Brown, Andrew Austin-Peterson, Paul Etheredge, Robert Cavan Carruth, Louis Michot, Andre Michot, Lacey Minchew, Dominique DuVernay, Dana Gourrier, Robert Larriviere, Don Yesso, Douglas M. Griffin, Tiffany Reiff, Jackson Beals, Donna DuPlantier, Andrea Frankle, Teri Wyble, Don Tai, Milos Milicevic, Kara Bowman",Action,"['Action', 'Crime', 'Thriller']",Apr,Spring,21947209,0,112601947,Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje, Jason Momoa,Alessandro Camon, Alexis Nolent,Walter Hill,,21 Jump Street,"Action, Comedy, Crime",201585328,42000000,479.96506666666664,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Animal Kingdom,2010,2010-10-29,"Crime, Drama",113,Australia,English,David Mich�_,David Mich�_,7.3,3922575,7209912,83,R,"Ben Mendelsohn, Joel Edgerton, Guy Pearce, Luke Ford, Jacki Weaver, Sullivan Stapleton, James Frecheville, Dan Wylie, Dan Wyllie, Anthony Hayes, Laura Wheelwright, Mirrah Foulkes, Justin Rosniak, Susan Prior, Clayton Jacobson, Anna Lise Phillips, Tim Phillipps, Josh Helman, Kieran Darcy-Smith, Jack Heanly, Andy McPhee, Christina Azucena, Jacquie Brennan, Ben Ouwehand, Anthony Ahern, Bryce Lindemann, Paul Smits, Michael Vice, Chris Weir, Sarah Nguyen, Lucia Cai, Ann Michôd, Michael Cody, Bert Labonte, Paul James Saunders, Dom Phelan, Brenda Palmer, Tom Noble, Daniel Roche, David Michôd",Crime,"['Crime', 'Drama']",Oct,Fall,9719919,0,9719919,Ben Mendelsohn, Joel Edgerton, Guy Pearce, Luke Ford, Jacki Weaver,David Mich�_,,David Mich�_,,Parental Guidance,"Comedy, Family",119772232,25000000,479.088928,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3 Backyards,2010,2010-01-01,Drama,88,USA,English,Eric Mendelsohn,Eric Mendelsohn,5.0,300000,43073,69,R,"Embeth Davidtz, Edie Falco, Elias Koteas, Rachel Resheff, Wesley Broulik, Kathryn Erbe, Danai Gurira, Anna Arvia, Randi Kaplan, Pam La Testa, Sandor Tecsy, Peyton List, Dana Eskelson, Ron Phillips, Kathy Searle, Joe Cipoletti, John Monteleone, Louise Millman, Nicole Brending, Mahadeo Shivraj, Edward A. Hajj, Frank Zanghini, Jeremy Rishe, Judy Ross, Jamel Rodriguez, Victor Pagan, Leroy Wilson, Jr., Susan McBrien, Antonio Ortiz, Tasha Guevara, Catrina Ganey, Jessica Fernandez, Nick Diamantis, Cory Nichols, Alicia Masten, Paul Urcioli",Drama,['Drama'],Jan,Winter,43073,0,43073,Embeth Davidtz, Edie Falco, Elias Koteas, Rachel Resheff, Wesley Broulik,Eric Mendelsohn,,Eric Mendelsohn,,Planes,"Animation, Adventure, Comedy",239258712,50000000,478.517424,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Devil,2010,2010-11-12,"Horror, Mystery, Thriller",80,USA,"English, Ukrainian, Spanish",John Erick Dowdle,"Brian Nelson, M. Night Shyamalan",6.2,10000000,62695489,44,PG-13,"Chris Messina, Geoffrey Arend, Bokeem Woodbine, Caroline Dhavernas, Jenny O'Hara, Logan Marshall-Green, Bojana Novakovic, Matt Craven, Jacob Vargas, Joshua Peace, Joe Cobden, Zoie Palmer, Vincent Laresca, Henry Webb, Rudy Webb, Craig Eldridge, Robert Lee, Genadijs Dolganovs, Jay Hunter, Joe Pingue, Killian Gray, Michael Rhoades, Kelly Jones, Lee Oliveira, Jonathan Potts, Alice Poon, Stacy Chbosky",Horror,"['Horror', 'Mystery', 'Thriller']",Nov,Fall,159012770,0,18598370331,Chris Messina, Geoffrey Arend, Bokeem Woodbine, Caroline Dhavernas, Jenny O'Hara,Brian Nelson, M. Night Shyamalan,John Erick Dowdle,,La grande scommessa,"Biography, Comedy, Drama",133440870,28000000,476.57453571428573,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
There Be Dragons - Un santo nella tempesta,2011,2011-03-25,"Biography, Drama, War",122,"Spain, USA, Argentina",English,Roland Joff�,Roland Joff�,5.8,36000000,4372642,33,PG-13,"Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro, Jordi Molla, Derek Jacobi, Golshifteh Farahani, Geraldine Chaplin, Unax Ugalde, Ana Torrent, Charles Dance, Lily Cole, Olga Kurylenko, Alejandro Casaseca, Yaiza Guimaré, Robert Blythe, Carlos Léal, Juan Cruz, Felipe Agote, Pablo Lapadula, Alfonso Bassave, Jan Cornet, Pedro Nicholás Merlo, Juan Diego Montoya Garcia, Horacio Nin Uria, Augustin Rodriguez, Michael Feast, Luciano Suardi, Dolores Reynals, Zoe Trilnik, Harry Havillo, Iván Speche, Lucila Gandolfo, Augustin López, Santiago Ezcurra, Nicolás Lombardero, Lucas García, Joaquín Panigatti, Alejandro Paker, Carlos Scomik, Pietro Gian, Uriel Milsztein, Tomás Decúrgez, Martín Balaguer, Lito Cruz, Dina Fisher, Gonzalo Ramos, Kevin Shiele, Emilia Paino, Francisco Fernandez de Rosa, Ernesto Rowe, Diego Lipovich, Paul Perry, Marcos Montes, Elena Gowland, Carlos Kaspar, Christian Giardino, Andrew Cox, Abian Vainstein, Danila Terragno, Marcos Woinski, Carlos Martino, Rolando Dumas, Vanesa González, Ted McNabney, Vadym Abramenko, Timur Naskidayeu, Timur Naskidayeu, Rusty Lemorande, Micaela Tisminestzky, Bendita Berlín, Rocío Isart, Martina Calisi, Fabian Stratas, Nicolás Martini, Fernando Margenet, Juan Ignacio Mancinella, Iván Francisco Soriano, Mateo Rolon Riguetti, Juan Ignacio Gargano, Gerónimo Macías, Facundo Pastorella, Maríano Pastorella, Irma Beatriz Iribarren, Esteban Vucinobich, Juan Cruz Rolla",Biography,"['Biography', 'Drama', 'War']",Mar,Spring,4481283,0,9859201,Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro, Jordi Molla,Roland Joff�,,Roland Joff�,,Thor: Ragnarok,"Action, Adventure, Comedy",853979142,180000000,474.4328566666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L'alba del pianeta delle scimmie,2011,2011-09-23,"Action, Drama, Sci-Fi",105,"USA, UK, Canada","English, Sign Languages",Rupert Wyatt,"Rick Jaffa, Amanda Silver",7.6,93000000,481800873,68,PG-13,"James Franco, Freida Pinto, Andy Serkis, John Lithgow, Brian Cox, Tom Felton, David Oyelowo, Karin Konoval, Terry Notary, Richard Ridings, Chris Gordon, Devyn Dalton, Jay Caputo, Tyler Labine, Jamie Harris, David Hewlett, Ty Olsson, Madison Bell, Makena Joy, Kevin O'Grady, Sean Tyson, Jack Kuris, Tammy Hui, Kyle Riefsnyder, Anthony McRae, Rufus Dorsey, Jeb Beach, Jesse Reid, B.J. Harrison, Leah Gibson, Tracy Spiridakos, Ivan Wanis Ruiz, Trevor Carroll, Chelah Horsdal, Timothy Webber, James Pizzinato, Robin Nielsen, Monica Mustelier, Syn Narula, Mattie Hawkinson, Ryan Booth, Gordon Douglas Myren, Elizabeth Weinstein, Meredith Canby, Javier Caballero Cano, Peter Bundic, Dylan Nouri, Oona Service, Camille Atebe, Temura Derek Morrison, Dean Redman, Hector Johnson, David Richmond-Peck, Adrian Hough, Natalie Johnson, Joey Roche, Sean Roche, Qayam Devji, Yurij Kis, Riel Hahn, Sonja Bennett, Michael Kopsa, Steve Lawlor, Chris Shields, Sandy Robson, Panou, Luc Roderique, Mike Dopud, Mark Henriques, Stacey Schmidt, Matteo Mazziotti, Willy Miles, Fred North, Juliette Goodrich, Allen Martin Jr.",Action,"['Action', 'Drama', 'Sci-Fi']",Sep,Fall,529890476,0,14699910437,James Franco, Freida Pinto, Andy Serkis, John Lithgow, Brian Cox,Rick Jaffa, Amanda Silver,Rupert Wyatt,,Qua la zampa 2 - Un amico � per sempre,"Adventure, Comedy, Drama",75790499,16000000,473.69061875,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ladri di cadaveri - Burke & Hare,2010,2011-02-25,"Comedy, Crime, History",91,UK,English,John Landis,"Piers Ashworth, Nick Moorcroft",6.2,10480875,4791599,46,R,"Simon Pegg, Andy Serkis, Isla Fisher, Jessica Hynes, Tom Wilkinson, Ronnie Corbett, Tim Curry, Michael Smiley, Reece Shearsmith, David Schofield, Bill Bailey, Allan Corduner, Alan Corduner, Hugh Bonneville, Christopher Lee",Comedy,"['Comedy', 'Crime', 'History']",Feb,Winter,4791599,0,4791599,Simon Pegg, Andy Serkis, Isla Fisher, Jessica Hynes, Tom Wilkinson,Piers Ashworth, Nick Moorcroft,John Landis,,American Pie: Ancora insieme,Comedy,234989584,50000000,469.97916799999996,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L'ultimo esorcismo,2010,2010-12-03,"Horror, Mystery, Thriller",87,"France, USA",English,Daniel Stamm,"Huck Botko, Andrew Gurland",5.6,1800000,69432527,63,PG-13,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, Shanna Forrestall, Justin Shafer, Carol Sutton, Victoria Patenaude, John Wilmot, Becky Fly, John Wright, Jr., M Denise Lee, Logan Craig Reed, Logan Craig Reid, Sofia Hujabre, Adam Grimes",Horror,"['Horror', 'Mystery', 'Thriller']",Dec,Winter,70259440,0,69432527,Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones,Huck Botko, Andrew Gurland,Daniel Stamm,,Now You See Me - I maghi del crimine,"Crime, Mystery, Thriller",351723989,75000000,468.9653186666667,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
I mercenari - The Expendables,2010,2010-09-01,"Action, Adventure, Thriller",103,"USA, Bulgaria, Spain, Germany","English, Spanish",Sylvester Stallone,"Dave Callaham, Sylvester Stallone",6.5,80000000,274470394,45,R,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts, Randy Couture, Steve Austin, David Zayas, Giselle Itié, Charisma Carpenter, Gary Daniels, Terry Crews, Mickey Rourke, Hank Amos, Arnold Schwarzenegger, Bruce Willis",Action,"['Action', 'Adventure', 'Thriller']",Sep,Fall,274470394,0,859993614,Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts,Dave Callaham, Sylvester Stallone,Sylvester Stallone,,Per sempre la mia ragazza,"Drama, Music, Romance",16376066,3500000,467.88759999999996,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I fantastici viaggi di Gulliver,2010,2011-02-04,"Adventure, Comedy, Family",85,USA,English,Rob Letterman,"Joe Stillman, Nicholas Stoller",4.9,112000000,237382724,33,PG,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet, Billy Connolly, T.J. Miller, James Corden, Catherine Tate, Emmanuel Quatra, Olly Alexander, Richard Laing, David Sterne, Stewart Scudamore, Jonathan Aris, Jake Nightingale, Okezie Morro, Christopher Middleton, Danni Benattar, Bradley Steve Ford, Noah St. Bean, Zachary Harris, Charlize Hyams, Nieve Stenton, Rafiella Brooks, Harry Peacock, Gemma Whelan, Ian Porter, Stink Fisher, Bentley Kalu, Meredith Vieira, Joe Lo Truglio, Christopher Lee Shefstad",Adventure,"['Adventure', 'Comedy', 'Family']",Feb,Winter,395643676,0,14699910437,Jack Black, Jason Segel, Emily Blunt, Amanda Peet, Billy Connolly,Joe Stillman, Nicholas Stoller,Rob Letterman,,Bad Moms 2 - Mamme molto pi� cattive,Comedy,130560428,28000000,466.2872428571428,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Il funerale � servito,2010,2010-07-14,Comedy,92,USA,English,Neil LaBute,Dean Craig,5.7,21000000,49050886,51,R,"Chris Rock, Keith David, Loretta Devine, Peter Dinklage, Ron Glass, Danny Glover, Regina Hall, Kevin Hart, Martin Lawrence, James Marsden, Tracy Morgan, Zoe Saldana, Columbus Short, Luke Wilson, Regine Nehy, Bob Minor, Alexander Folk, Leslie Rivers, Bronwyn Hardy, Willi Willis, Jamison Yang, Betty K. Bynum",Comedy,['Comedy'],Jul,Summer,49057306,0,2357590501,Chris Rock, Keith David, Loretta Devine, Peter Dinklage, Ron Glass,Dean Craig,,Neil LaBute,,Maze Runner - La rivelazione,"Action, Adventure, Sci-Fi",288175335,62000000,464.79892741935487,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oldboy,2013,2013-12-05,"Action, Drama, Mystery",104,USA,English,Spike Lee,"Garon Tsuchiya, Nobuaki Minegishi",5.7,30000000,5186767,49,R,"Josh Brolin, Elizabeth Olsen, Sharlto Copley, James Ransone, Samuel L. Jackson, Michael Imperioli, Pom Klementieff, Max Casella, Linda Emond, Elvis Nolasco, Rami Malek, Lance Reddick, Hannah Ware, Richard Portnow, Hannah Simone, Ciera Payton, Cinqué Lee, Steven Hauck, Caitlin Dulany, Ilfenesh Hadera, Phyllis Montana-Leblanc, Michael J. Burg, Erik Gersovitz, Gralen Bryant Banks, Dustan Costine, Lennie Hsiao, Joe Chrest, Linda Jewell, Kerry Cahill, Douglas M. Griffin, Brett Lapeyrouse, Victoria Geil, Violet Hill, Grey Damon, Jung Tan, Jordan Salloum, Sharon Gee, Elvy Yost, Carol Sutton, Taryn Terrell, Marco Umana, Giovanni Anthony Silva, Steve Kim, Brian Oerly, Josh Diogo, Jeff Ward, Billy Tilk, Ronn Surels, Walter Garcia, Joe Nin Williams, Eric Salas, Shannon Rockweiler, Altonio Jackson, Louis Tucci, William J. Vines, David Dahlgren, Jodie Moore, Shelton Shakespear Alexander, Mary Glackmeyer, Brianna Nowlin, Alexa Kobylarz, Iman Marshall, Renata Granger, Leslie Saubat, Donna Crump, Catherine Caldwell, Wilneisha Lucien, Sydni Russell, Nicole Norman, Niki Kleinberger, Peryn St. Raymond, Al Palagonia, Alvin Chon, William D. Green, Anthony Tien Quang",Action,"['Action', 'Drama', 'Mystery']",Dec,Winter,98587590,0,416709749,Josh Brolin, Elizabeth Olsen, Sharlto Copley, James Ransone, Samuel L. Jackson,Garon Tsuchiya, Nobuaki Minegishi,Spike Lee,,L'intruso,"Drama, Horror, Mystery",36973503,8000000,462.1687875,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mr. Beaver,2011,2011-05-20,Drama,91,"USA, United Arab Emirates",English,Jodie Foster,Kyle Killen,6.6,21000000,7294800,60,PG-13,"Mel Gibson, Jodie Foster, Anton Yelchin, Riley Thomas Stewart, Jennifer Lawrence, Zachary Booth, Cherry Jones, Michael Rivera, Kelly Coffield Park, Jeffrey Corbett, Baylen Thomas, Sam Breslin Wright, Kris Arnold, Elizabeth Kaledin, Folake Olowofoyeku, Lorna Pruce, Matt Lauer, Jon Stewart, Terry Gross, Bill Massof",Drama,['Drama'],May,Spring,100577404,0,5486083928,Mel Gibson, Jodie Foster, Anton Yelchin, Riley Thomas Stewart, Jennifer Lawrence,Kyle Killen,,Jodie Foster,,Captain America: Civil War,"Action, Adventure, Sci-Fi",1153332120,250000000,461.332848,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Lovers,2015,2015-02-13,"Action, Adventure, Romance",109,"Belgium, India, Australia","Hindi, English",Roland Joff�,"Ajey Jhankar, Roland Joff�",4.6,50000000,66428,19,R,"Josh Hartnett, Bipasha Basu, Alice Englert, Tamsin Egerton, Abhay Deol, Claire van der Boom, Om Puri, James MacKay, Simone Kessell, Aegina DeVas, Andrea Deck, Matthew Beard, Bille Brown, Steve Nicolson, Vijay Thombre, Yateen Karyekar, Roshan Seth, Shaytiel Solomon, Atul Kulkarni, Tehmina Sunny, Mahesh Jadunundun, Shivaji Ingale, Milind Gunaji, Bryan Probets, Shane Briant, Joel Pierce, Ramesh Deo, Vidya Namjoshi, Bruno Xavier, Gandhi MacIntyre, Emmy Pond, Anthony Manuel, Ian McFadyen, Major Ranjit Singh Pawar, Richard Clothier, Shailesh Datar, Daniel Murphy, Peter Scabissi, Andre Fisher, Rajesh Vivek",Action,"['Action', 'Adventure', 'Romance']",Feb,Winter,4481283,0,8419402,Josh Hartnett, Bipasha Basu, Alice Englert, Tamsin Egerton, Abhay Deol,Ajey Jhankar, Roland Joff�,Roland Joff�,,Coco,"Animation, Adventure, Family",807083670,175000000,461.19066857142855,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gangster Squad,2013,2013-02-21,"Action, Crime, Drama",113,USA,English,Ruben Fleischer,"Will Beall, Paul Lieberman",6.7,60000000,105200903,40,R,"Ryan Gosling, Josh Brolin, Nick Nolte, Sean Penn, Michael Peña, Emma Stone, Anthony Mackie, Giovanni Ribisi, Robert Patrick, Holt McCallany, Mireille Enos, Troy Garity, Wade Williams, James Hebert, Michael Papajohn, Jeff Wolfe, Anthony Molinari, Austin Highsmith, Neil Koppel, Jack McGee, Evan Jones, James Carpinello, Austin Abrams, Lucy Davenport, Sullivan Stapleton, John Aylward, Dennis Cockrum, Jack Conley, Brandon Molale, Riel Paley, Ambyr Childers, Michael C. Mahon, Mac Brandt, David Fleischer, Josh Pence, De'aundre Bonds, Maxwell Perry Cotton, Haley Strode, Scott Beehner, Matt Knudsen, Lucas Fleischer, Jon Polito, Lance Barber, Michael Bacall, Dale Gibson, Rick Marcus, Mickey Giacomazzi, Caz Milostan, Don Harvey, Darrell Craig Davis, Anthony De Longis, Michael Owen, Tom Hallick, Esther Scott, Jonathan Coyne, Christopher Doyle, Max Daniels, Danny Wynands, Derek Mears, Yvette Tucker, Derek Graf, Anne Marie Leighton, James Landry Hébert",Action,"['Action', 'Crime', 'Drama']",Feb,Winter,1124759085,0,18585852641,Ryan Gosling, Josh Brolin, Nick Nolte, Sean Penn, Michael Peña,Will Beall, Paul Lieberman,Ruben Fleischer,,Source Code,"Action, Drama, Mystery",147332697,32000000,460.41467812499997,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
